inv	block	chrom	pos	region	id	cluster
38	1:307500000	1	307500000	BurkinaFaso	1_BurkinaFaso_38	14
38	1:3.03e+08	1	3.03e+08	BurkinaFaso	1_BurkinaFaso_38	14
38	1:3.02e+08	1	3.02e+08	BurkinaFaso	1_BurkinaFaso_38	14
38	1:3.06e+08	1	3.06e+08	BurkinaFaso	1_BurkinaFaso_38	14
38	1:304500000	1	304500000	BurkinaFaso	1_BurkinaFaso_38	14
38	1:3.07e+08	1	3.07e+08	BurkinaFaso	1_BurkinaFaso_38	14
38	1:3.04e+08	1	3.04e+08	BurkinaFaso	1_BurkinaFaso_38	14
38	1:302500000	1	302500000	BurkinaFaso	1_BurkinaFaso_38	14
22/16/15	1:3.02e+08	1	3.02e+08	BurkinaFaso	1_BurkinaFaso_22/16/15	14
22/16/15	1:305500000	1	305500000	BurkinaFaso	1_BurkinaFaso_22/16/15	14
22/16/15	1:307500000	1	307500000	BurkinaFaso	1_BurkinaFaso_22/16/15	14
22/16/15	1:3.07e+08	1	3.07e+08	BurkinaFaso	1_BurkinaFaso_22/16/15	14
22/16/15	1:303500000	1	303500000	BurkinaFaso	1_BurkinaFaso_22/16/15	14
22/16/15	1:301500000	1	301500000	BurkinaFaso	1_BurkinaFaso_22/16/15	14
22/16/15	1:302500000	1	302500000	BurkinaFaso	1_BurkinaFaso_22/16/15	14
22/16/15	1:3.03e+08	1	3.03e+08	BurkinaFaso	1_BurkinaFaso_22/16/15	14
6	1:158500000	1	158500000	BurkinaFaso	1_BurkinaFaso_6	6
6	1:1.57e+08	1	1.57e+08	BurkinaFaso	1_BurkinaFaso_6	6
6	1:1.59e+08	1	1.59e+08	BurkinaFaso	1_BurkinaFaso_6	6
6	1:1.58e+08	1	1.58e+08	BurkinaFaso	1_BurkinaFaso_6	6
6	1:155500000	1	155500000	BurkinaFaso	1_BurkinaFaso_6	6
6	1:157500000	1	157500000	BurkinaFaso	1_BurkinaFaso_6	6
98	1:151500000	1	151500000	BurkinaFaso	1_BurkinaFaso_98	6
98	1:1.51e+08	1	1.51e+08	BurkinaFaso	1_BurkinaFaso_98	6
98	1:150500000	1	150500000	BurkinaFaso	1_BurkinaFaso_98	6
98	1:1.52e+08	1	1.52e+08	BurkinaFaso	1_BurkinaFaso_98	6
98	1:1.5e+08	1	1.5e+08	BurkinaFaso	1_BurkinaFaso_98	6
98	1:149500000	1	149500000	BurkinaFaso	1_BurkinaFaso_98	6
28	1:2.85e+08	1	2.85e+08	BurkinaFaso	1_BurkinaFaso_28	13
28	1:2.86e+08	1	2.86e+08	BurkinaFaso	1_BurkinaFaso_28	13
28	1:285500000	1	285500000	BurkinaFaso	1_BurkinaFaso_28	13
28	1:2.87e+08	1	2.87e+08	BurkinaFaso	1_BurkinaFaso_28	13
28	1:286500000	1	286500000	BurkinaFaso	1_BurkinaFaso_28	13
124	1:6e+06	1	6e+06	Gabon	1_Gabon_124	1
124	1:1.1e+07	1	1.1e+07	Gabon	1_Gabon_124	1
124	1:6500000	1	6500000	Gabon	1_Gabon_124	1
124	1:10500000	1	10500000	Gabon	1_Gabon_124	1
124	1:7500000	1	7500000	Gabon	1_Gabon_124	1
124	1:1.6e+07	1	1.6e+07	Gabon	1_Gabon_124	1
124	1:8500000	1	8500000	Gabon	1_Gabon_124	1
124	1:8e+06	1	8e+06	Gabon	1_Gabon_124	1
124	1:2e+06	1	2e+06	Gabon	1_Gabon_124	1
124	1:1.5e+07	1	1.5e+07	Gabon	1_Gabon_124	1
124	1:1e+07	1	1e+07	Gabon	1_Gabon_124	1
124	1:1.4e+07	1	1.4e+07	Gabon	1_Gabon_124	1
124	1:4500000	1	4500000	Gabon	1_Gabon_124	1
124	1:1.2e+07	1	1.2e+07	Gabon	1_Gabon_124	1
124	1:1.3e+07	1	1.3e+07	Gabon	1_Gabon_124	1
124	1:11500000	1	11500000	Gabon	1_Gabon_124	1
124	1:12500000	1	12500000	Gabon	1_Gabon_124	1
124	1:13500000	1	13500000	Gabon	1_Gabon_124	1
124	1:14500000	1	14500000	Gabon	1_Gabon_124	1
124	1:9500000	1	9500000	Gabon	1_Gabon_124	1
124	1:2500000	1	2500000	Gabon	1_Gabon_124	1
124	1:5e+06	1	5e+06	Gabon	1_Gabon_124	1
124	1:4e+06	1	4e+06	Gabon	1_Gabon_124	1
124	1:5500000	1	5500000	Gabon	1_Gabon_124	1
124	1:3e+06	1	3e+06	Gabon	1_Gabon_124	1
124	1:16500000	1	16500000	Gabon	1_Gabon_124	1
124	1:9e+06	1	9e+06	Gabon	1_Gabon_124	1
124	1:1500000	1	1500000	Gabon	1_Gabon_124	1
124	1:3500000	1	3500000	Gabon	1_Gabon_124	1
124	1:7e+06	1	7e+06	Gabon	1_Gabon_124	1
124	1:15500000	1	15500000	Gabon	1_Gabon_124	1
266	1:1.63e+08	1	1.63e+08	Gabon	1_Gabon_266	7
266	1:168500000	1	168500000	Gabon	1_Gabon_266	7
266	1:165500000	1	165500000	Gabon	1_Gabon_266	7
266	1:166500000	1	166500000	Gabon	1_Gabon_266	7
266	1:164500000	1	164500000	Gabon	1_Gabon_266	7
266	1:163500000	1	163500000	Gabon	1_Gabon_266	7
266	1:1.64e+08	1	1.64e+08	Gabon	1_Gabon_266	7
266	1:1.66e+08	1	1.66e+08	Gabon	1_Gabon_266	7
266	1:1.62e+08	1	1.62e+08	Gabon	1_Gabon_266	7
266	1:1.65e+08	1	1.65e+08	Gabon	1_Gabon_266	7
266	1:167500000	1	167500000	Gabon	1_Gabon_266	7
266	1:1.68e+08	1	1.68e+08	Gabon	1_Gabon_266	7
266	1:1.67e+08	1	1.67e+08	Gabon	1_Gabon_266	7
34	1:155500000	1	155500000	Gabon	1_Gabon_34	6
34	1:156500000	1	156500000	Gabon	1_Gabon_34	6
34	1:1.56e+08	1	1.56e+08	Gabon	1_Gabon_34	6
34	1:158500000	1	158500000	Gabon	1_Gabon_34	6
34	1:1.59e+08	1	1.59e+08	Gabon	1_Gabon_34	6
34	1:1.58e+08	1	1.58e+08	Gabon	1_Gabon_34	6
34	1:1.5e+08	1	1.5e+08	Gabon	1_Gabon_34	6
34	1:157500000	1	157500000	Gabon	1_Gabon_34	6
34	1:1.51e+08	1	1.51e+08	Gabon	1_Gabon_34	6
34	1:1.57e+08	1	1.57e+08	Gabon	1_Gabon_34	6
34	1:150500000	1	150500000	Gabon	1_Gabon_34	6
174/129	1:9.4e+07	1	9.4e+07	Gabon	1_Gabon_174/129	3
174/129	1:93500000	1	93500000	Gabon	1_Gabon_174/129	3
174/129	1:9.5e+07	1	9.5e+07	Gabon	1_Gabon_174/129	3
174/129	1:9.7e+07	1	9.7e+07	Gabon	1_Gabon_174/129	3
174/129	1:96500000	1	96500000	Gabon	1_Gabon_174/129	3
174/129	1:94500000	1	94500000	Gabon	1_Gabon_174/129	3
174/129	1:95500000	1	95500000	Gabon	1_Gabon_174/129	3
174/129	1:9.6e+07	1	9.6e+07	Gabon	1_Gabon_174/129	3
32	1:1.56e+08	1	1.56e+08	Gabon	1_Gabon_32	6
32	1:1.51e+08	1	1.51e+08	Gabon	1_Gabon_32	6
32	1:1.5e+08	1	1.5e+08	Gabon	1_Gabon_32	6
32	1:150500000	1	150500000	Gabon	1_Gabon_32	6
32	1:155500000	1	155500000	Gabon	1_Gabon_32	6
5	1:1.58e+08	1	1.58e+08	Gabon	1_Gabon_5	6
5	1:158500000	1	158500000	Gabon	1_Gabon_5	6
5	1:1.57e+08	1	1.57e+08	Gabon	1_Gabon_5	6
5	1:157500000	1	157500000	Gabon	1_Gabon_5	6
5	1:1.59e+08	1	1.59e+08	Gabon	1_Gabon_5	6
147	1:12500000	1	12500000	Ghana	1_Ghana_147	1
147	1:9500000	1	9500000	Ghana	1_Ghana_147	1
147	1:4e+06	1	4e+06	Ghana	1_Ghana_147	1
147	1:3500000	1	3500000	Ghana	1_Ghana_147	1
147	1:3e+06	1	3e+06	Ghana	1_Ghana_147	1
147	1:4500000	1	4500000	Ghana	1_Ghana_147	1
147	1:11500000	1	11500000	Ghana	1_Ghana_147	1
147	1:1.6e+07	1	1.6e+07	Ghana	1_Ghana_147	1
147	1:13500000	1	13500000	Ghana	1_Ghana_147	1
147	1:1.4e+07	1	1.4e+07	Ghana	1_Ghana_147	1
147	1:8e+06	1	8e+06	Ghana	1_Ghana_147	1
147	1:1.2e+07	1	1.2e+07	Ghana	1_Ghana_147	1
147	1:9e+06	1	9e+06	Ghana	1_Ghana_147	1
147	1:2500000	1	2500000	Ghana	1_Ghana_147	1
147	1:2e+06	1	2e+06	Ghana	1_Ghana_147	1
147	1:1e+07	1	1e+07	Ghana	1_Ghana_147	1
147	1:5500000	1	5500000	Ghana	1_Ghana_147	1
147	1:16500000	1	16500000	Ghana	1_Ghana_147	1
147	1:6500000	1	6500000	Ghana	1_Ghana_147	1
147	1:6e+06	1	6e+06	Ghana	1_Ghana_147	1
147	1:1.1e+07	1	1.1e+07	Ghana	1_Ghana_147	1
147	1:7e+06	1	7e+06	Ghana	1_Ghana_147	1
147	1:8500000	1	8500000	Ghana	1_Ghana_147	1
147	1:14500000	1	14500000	Ghana	1_Ghana_147	1
147	1:5e+06	1	5e+06	Ghana	1_Ghana_147	1
147	1:1.3e+07	1	1.3e+07	Ghana	1_Ghana_147	1
147	1:15500000	1	15500000	Ghana	1_Ghana_147	1
147	1:1500000	1	1500000	Ghana	1_Ghana_147	1
147	1:10500000	1	10500000	Ghana	1_Ghana_147	1
147	1:7500000	1	7500000	Ghana	1_Ghana_147	1
147	1:1.5e+07	1	1.5e+07	Ghana	1_Ghana_147	1
33/28	1:158500000	1	158500000	Ghana	1_Ghana_33/28	6
33/28	1:1.59e+08	1	1.59e+08	Ghana	1_Ghana_33/28	6
33/28	1:1.48e+08	1	1.48e+08	Ghana	1_Ghana_33/28	6
33/28	1:155500000	1	155500000	Ghana	1_Ghana_33/28	6
33/28	1:156500000	1	156500000	Ghana	1_Ghana_33/28	6
33/28	1:1.49e+08	1	1.49e+08	Ghana	1_Ghana_33/28	6
33/28	1:1.55e+08	1	1.55e+08	Ghana	1_Ghana_33/28	6
33/28	1:157500000	1	157500000	Ghana	1_Ghana_33/28	6
33/28	1:1.5e+08	1	1.5e+08	Ghana	1_Ghana_33/28	6
33/28	1:149500000	1	149500000	Ghana	1_Ghana_33/28	6
33/28	1:154500000	1	154500000	Ghana	1_Ghana_33/28	6
33/28	1:1.6e+08	1	1.6e+08	Ghana	1_Ghana_33/28	6
33/28	1:1.58e+08	1	1.58e+08	Ghana	1_Ghana_33/28	6
33/28	1:1.57e+08	1	1.57e+08	Ghana	1_Ghana_33/28	6
65/38	1:3.02e+08	1	3.02e+08	Ghana	1_Ghana_65/38	14
65/38	1:3.04e+08	1	3.04e+08	Ghana	1_Ghana_65/38	14
65/38	1:3.07e+08	1	3.07e+08	Ghana	1_Ghana_65/38	14
65/38	1:302500000	1	302500000	Ghana	1_Ghana_65/38	14
65/38	1:303500000	1	303500000	Ghana	1_Ghana_65/38	14
65/38	1:304500000	1	304500000	Ghana	1_Ghana_65/38	14
65/38	1:305500000	1	305500000	Ghana	1_Ghana_65/38	14
65/38	1:3.03e+08	1	3.03e+08	Ghana	1_Ghana_65/38	14
65/38	1:3.06e+08	1	3.06e+08	Ghana	1_Ghana_65/38	14
65/38	1:306500000	1	306500000	Ghana	1_Ghana_65/38	14
65/38	1:307500000	1	307500000	Ghana	1_Ghana_65/38	14
65/38	1:3.05e+08	1	3.05e+08	Ghana	1_Ghana_65/38	14
65/38	1:301500000	1	301500000	Ghana	1_Ghana_65/38	14
89	1:1.68e+08	1	1.68e+08	Ghana	1_Ghana_89	7
89	1:166500000	1	166500000	Ghana	1_Ghana_89	7
89	1:167500000	1	167500000	Ghana	1_Ghana_89	7
89	1:168500000	1	168500000	Ghana	1_Ghana_89	7
89	1:1.69e+08	1	1.69e+08	Ghana	1_Ghana_89	7
89	1:1.66e+08	1	1.66e+08	Ghana	1_Ghana_89	7
89	1:1.67e+08	1	1.67e+08	Ghana	1_Ghana_89	7
89	1:1.7e+08	1	1.7e+08	Ghana	1_Ghana_89	7
89	1:165500000	1	165500000	Ghana	1_Ghana_89	7
89	1:169500000	1	169500000	Ghana	1_Ghana_89	7
103	1:1.09e+08	1	1.09e+08	Ghana	1_Ghana_103	5
103	1:1.11e+08	1	1.11e+08	Ghana	1_Ghana_103	5
103	1:111500000	1	111500000	Ghana	1_Ghana_103	5
103	1:109500000	1	109500000	Ghana	1_Ghana_103	5
103	1:110500000	1	110500000	Ghana	1_Ghana_103	5
103	1:112500000	1	112500000	Ghana	1_Ghana_103	5
103	1:1.1e+08	1	1.1e+08	Ghana	1_Ghana_103	5
103	1:1.12e+08	1	1.12e+08	Ghana	1_Ghana_103	5
86	1:1.62e+08	1	1.62e+08	Ghana	1_Ghana_86	7
86	1:1.63e+08	1	1.63e+08	Ghana	1_Ghana_86	7
86	1:164500000	1	164500000	Ghana	1_Ghana_86	7
86	1:1.64e+08	1	1.64e+08	Ghana	1_Ghana_86	7
86	1:1.65e+08	1	1.65e+08	Ghana	1_Ghana_86	7
86	1:163500000	1	163500000	Ghana	1_Ghana_86	7
136/127	1:109500000	1	109500000	Kenya	1_Kenya_136/127	4
136/127	1:1.11e+08	1	1.11e+08	Kenya	1_Kenya_136/127	4
136/127	1:1.06e+08	1	1.06e+08	Kenya	1_Kenya_136/127	4
136/127	1:106500000	1	106500000	Kenya	1_Kenya_136/127	4
136/127	1:1.12e+08	1	1.12e+08	Kenya	1_Kenya_136/127	4
136/127	1:108500000	1	108500000	Kenya	1_Kenya_136/127	4
136/127	1:111500000	1	111500000	Kenya	1_Kenya_136/127	4
136/127	1:1.08e+08	1	1.08e+08	Kenya	1_Kenya_136/127	4
136/127	1:105500000	1	105500000	Kenya	1_Kenya_136/127	4
136/127	1:1.1e+08	1	1.1e+08	Kenya	1_Kenya_136/127	4
136/127	1:107500000	1	107500000	Kenya	1_Kenya_136/127	4
136/127	1:1.07e+08	1	1.07e+08	Kenya	1_Kenya_136/127	4
136/127	1:110500000	1	110500000	Kenya	1_Kenya_136/127	4
436/31	1:302500000	1	302500000	Kenya	1_Kenya_436/31	16
436/31	1:3.03e+08	1	3.03e+08	Kenya	1_Kenya_436/31	16
436/31	1:305500000	1	305500000	Kenya	1_Kenya_436/31	16
436/31	1:3.02e+08	1	3.02e+08	Kenya	1_Kenya_436/31	16
436/31	1:303500000	1	303500000	Kenya	1_Kenya_436/31	16
436/31	1:307500000	1	307500000	Kenya	1_Kenya_436/31	16
436/31	1:3.05e+08	1	3.05e+08	Kenya	1_Kenya_436/31	16
436/31	1:3.06e+08	1	3.06e+08	Kenya	1_Kenya_436/31	16
436/31	1:306500000	1	306500000	Kenya	1_Kenya_436/31	16
436/31	1:3.04e+08	1	3.04e+08	Kenya	1_Kenya_436/31	16
436/31	1:304500000	1	304500000	Kenya	1_Kenya_436/31	16
436/31	1:3.07e+08	1	3.07e+08	Kenya	1_Kenya_436/31	16
239/215	1:198500000	1	198500000	Kenya	1_Kenya_239/215	4
239/215	1:1.96e+08	1	1.96e+08	Kenya	1_Kenya_239/215	4
239/215	1:1.95e+08	1	1.95e+08	Kenya	1_Kenya_239/215	4
239/215	1:195500000	1	195500000	Kenya	1_Kenya_239/215	4
239/215	1:199500000	1	199500000	Kenya	1_Kenya_239/215	4
239/215	1:1.97e+08	1	1.97e+08	Kenya	1_Kenya_239/215	4
239/215	1:1.98e+08	1	1.98e+08	Kenya	1_Kenya_239/215	4
239/215	1:1.99e+08	1	1.99e+08	Kenya	1_Kenya_239/215	4
239/215	1:197500000	1	197500000	Kenya	1_Kenya_239/215	4
239/215	1:196500000	1	196500000	Kenya	1_Kenya_239/215	4
17	1:307500000	1	307500000	Kenya	1_Kenya_17	16
17	1:306500000	1	306500000	Kenya	1_Kenya_17	16
17	1:3.06e+08	1	3.06e+08	Kenya	1_Kenya_17	16
17	1:302500000	1	302500000	Kenya	1_Kenya_17	16
17	1:3.07e+08	1	3.07e+08	Kenya	1_Kenya_17	16
17	1:305500000	1	305500000	Kenya	1_Kenya_17	16
17	1:3.05e+08	1	3.05e+08	Kenya	1_Kenya_17	16
17	1:304500000	1	304500000	Kenya	1_Kenya_17	16
186/82	1:1.17e+08	1	1.17e+08	Kenya	1_Kenya_186/82	4
186/82	1:117500000	1	117500000	Kenya	1_Kenya_186/82	4
186/82	1:115500000	1	115500000	Kenya	1_Kenya_186/82	4
186/82	1:1.14e+08	1	1.14e+08	Kenya	1_Kenya_186/82	4
186/82	1:114500000	1	114500000	Kenya	1_Kenya_186/82	4
186/82	1:1.15e+08	1	1.15e+08	Kenya	1_Kenya_186/82	4
186/82	1:1.16e+08	1	1.16e+08	Kenya	1_Kenya_186/82	4
186/82	1:116500000	1	116500000	Kenya	1_Kenya_186/82	4
162	1:195500000	1	195500000	Kenya	1_Kenya_162	11
162	1:1.95e+08	1	1.95e+08	Kenya	1_Kenya_162	11
162	1:197500000	1	197500000	Kenya	1_Kenya_162	11
162	1:196500000	1	196500000	Kenya	1_Kenya_162	11
162	1:1.97e+08	1	1.97e+08	Kenya	1_Kenya_162	11
162	1:1.96e+08	1	1.96e+08	Kenya	1_Kenya_162	11
57	1:107500000	1	107500000	Kenya	1_Kenya_57	4
57	1:1.06e+08	1	1.06e+08	Kenya	1_Kenya_57	4
57	1:106500000	1	106500000	Kenya	1_Kenya_57	4
57	1:108500000	1	108500000	Kenya	1_Kenya_57	4
57	1:1.07e+08	1	1.07e+08	Kenya	1_Kenya_57	4
57	1:1.08e+08	1	1.08e+08	Kenya	1_Kenya_57	4
34	1:2.51e+08	1	2.51e+08	PuertoRico	1_PuertoRico_34	12
34	1:2.5e+08	1	2.5e+08	PuertoRico	1_PuertoRico_34	12
34	1:2.49e+08	1	2.49e+08	PuertoRico	1_PuertoRico_34	12
34	1:248500000	1	248500000	PuertoRico	1_PuertoRico_34	12
34	1:249500000	1	249500000	PuertoRico	1_PuertoRico_34	12
34	1:250500000	1	250500000	PuertoRico	1_PuertoRico_34	12
34	1:251500000	1	251500000	PuertoRico	1_PuertoRico_34	12
13	1:1.67e+08	1	1.67e+08	PuertoRico	1_PuertoRico_13	10
13	1:1.68e+08	1	1.68e+08	PuertoRico	1_PuertoRico_13	10
13	1:167500000	1	167500000	PuertoRico	1_PuertoRico_13	10
13	1:1.69e+08	1	1.69e+08	PuertoRico	1_PuertoRico_13	10
13	1:168500000	1	168500000	PuertoRico	1_PuertoRico_13	10
15	1:1.07e+08	1	1.07e+08	PuertoRico	1_PuertoRico_15	4
15	1:1.08e+08	1	1.08e+08	PuertoRico	1_PuertoRico_15	4
15	1:1.09e+08	1	1.09e+08	PuertoRico	1_PuertoRico_15	4
15	1:107500000	1	107500000	PuertoRico	1_PuertoRico_15	4
15	1:108500000	1	108500000	PuertoRico	1_PuertoRico_15	4
55/48	1:167500000	1	167500000	SaudiArabia	1_SaudiArabia_55/48	10
55/48	1:1.66e+08	1	1.66e+08	SaudiArabia	1_SaudiArabia_55/48	10
55/48	1:1.69e+08	1	1.69e+08	SaudiArabia	1_SaudiArabia_55/48	10
55/48	1:166500000	1	166500000	SaudiArabia	1_SaudiArabia_55/48	10
55/48	1:1.68e+08	1	1.68e+08	SaudiArabia	1_SaudiArabia_55/48	10
55/48	1:170500000	1	170500000	SaudiArabia	1_SaudiArabia_55/48	10
55/48	1:1.7e+08	1	1.7e+08	SaudiArabia	1_SaudiArabia_55/48	10
55/48	1:165500000	1	165500000	SaudiArabia	1_SaudiArabia_55/48	10
55/48	1:168500000	1	168500000	SaudiArabia	1_SaudiArabia_55/48	10
55/48	1:1.67e+08	1	1.67e+08	SaudiArabia	1_SaudiArabia_55/48	10
9	1:1.49e+08	1	1.49e+08	SaudiArabia	1_SaudiArabia_9	6
9	1:1.5e+08	1	1.5e+08	SaudiArabia	1_SaudiArabia_9	6
9	1:1.51e+08	1	1.51e+08	SaudiArabia	1_SaudiArabia_9	6
9	1:150500000	1	150500000	SaudiArabia	1_SaudiArabia_9	6
9	1:151500000	1	151500000	SaudiArabia	1_SaudiArabia_9	6
9	1:1.52e+08	1	1.52e+08	SaudiArabia	1_SaudiArabia_9	6
9	1:148500000	1	148500000	SaudiArabia	1_SaudiArabia_9	6
