1_BurkinaFaso_144/88	1_Gabon_124	1_Ghana_147	1_Senegal_226/191/172	1_BurkinaFaso_85	1_Senegal_387	1_Gabon_174/129	1_Kenya_57	1_PuertoRico_15	1_Kenya_136/127	1_USA_122	1_Ghana_103	1_Kenya_186/82	1_USA_64	1_SaudiArabia_9	1_SaudiArabia_5	1_BurkinaFaso_98	1_Gabon_32	1_Senegal_308/291/217/193	1_Ghana_33/28	1_Uganda_205	1_Gabon_34	1_Senegal_152/15	1_BurkinaFaso_116/109	1_BurkinaFaso_6	1_Senegal_9/4	1_Uganda_24/13	1_Gabon_5	1_Ghana_86	1_Gabon_266	1_Uganda_261	1_BurkinaFaso_94/55/42	1_Uganda_48	1_Ghana_89	1_SaudiArabia_55/48	1_PuertoRico_13	1_Kenya_162	1_Kenya_239/215	1_PuertoRico_34	1_BurkinaFaso_28	1_BurkinaFaso_22/16/15	1_BurkinaFaso_38	1_Ghana_65/38	1_Senegal_46/29	1_Kenya_436/31	1_Uganda_81	1_Uganda_43	1_Kenya_17
1_USA_122	0.135623888181187	0.145089648616916	0.141046066844406	0.120829355341793	0.134710392715824	0.0191224244650155	0.0250948976062053	0.0965241291488447	0.0345201215945756	0.102828021188744	NA	0.387932675685113	0.104820940061856	0.0114254395454776	0.0069884729720965	0.00717902822706232	0.0352852346849934	0.0431196377668649	0.0991328114263963	0.00806369485509261	0.0660019233044229	0.0771897038086966	0.10560055021599	0.116384562207713	0.0983127806934843	0.0875592470740034	0.0847238870403092	0.076644915294266	0.0184824751027353	0.0134852234245489	NA	0.0101682021791111	NA	0.0103263220495442	0.0489113163174537	0.0318399151579157	0.0958751136299984	0.0815341051130532	0.00725167625648425	0.0247025992909019	0.0736047188459538	0.0726352340539375	0.0669284550176896	0.0676948617744909	0.0383697100916845	0.0258993527192205	0.0274078476946455	0.0430155313843587
1_Ghana_103	0.0935739320738106	0.10015694303332	0.0961306174515278	0.0835341266235726	0.0928989213288694	0.0139594546520051	0.0187603247933241	0.049297320584737	0.017302753900259	0.0554917494405137	0.387932675685113	NA	0.0590470745392801	0.00599712789130295	0.00339906253435613	0.00347889044071619	0.0197784811216765	0.024196724002398	0.0611065954186404	0.0038231702437651	0.0381459210489981	0.0443814363576794	0.0669986754302687	0.0721883163890131	0.0618246507955116	0.05586912609135	0.0497430574312925	0.0440476359362938	0.012925666692655	0.00966163676326194	NA	0.00966860787214097	NA	0.00908769303721963	0.0327677461291117	0.0212547139011356	0.0555397592857509	0.0453063166271756	0.00523542527908965	0.0188101597450122	0.0661250797306798	0.0654056370671183	0.0599451336528696	0.0603380727408657	0.0266267195099332	0.0168277096072027	0.0177694521112997	0.0302146831564487
1_Kenya_186/82	0.0073762487401135	0.0116641921343967	0.0122809686308239	0.0104390660849215	0.00735733907315193	0.00153750006703589	0.0038946778382711	0.470896109284067	0.151607644247221	0.544462487626795	0.104820940061856	0.0590470745392801	NA	0.00413861609475239	0.00239788700020134	0.00262711272931999	0.0260042534242895	0.0188962358394228	0.042443707224307	0.00577240885723992	0.0199574241978457	0.0181731006930772	0.0210681778557506	0.0394037399864321	0.0239608788508081	0.0163952724555659	0.023459713807594	0.0166662294145527	0.0163962026993952	0.0107338450731997	NA	0.00269741906199639	NA	0.00392108492451571	0.0305211740621279	0.0267292829385031	0.280436305827374	0.369497722835484	0.00447959529063637	0.00201597210666063	0.0046197077987162	0.00428515673852457	0.00407950683424269	0.00254893544889294	0.0327910641745113	0.0323586159869421	0.0334300155298748	0.0313009885338717
1_USA_64	0.0187575514405705	0.0181638363418309	0.0189541458358726	0.0147915935757791	0.0186186485619218	0.000458126514278912	0.00257777663025001	0.00470949063223147	0.00249280994155401	0.00421344903451246	0.0114254395454776	0.00599712789130295	0.00413861609475239	NA	0.862928078753523	0.862180091911936	0.544285194806562	0.558870183785842	0.358729708677349	0.853852815963117	0.508028806330648	0.439417310227772	0.31801407696183	0.3221661065524	0.30196059669273	0.278940634590915	0.411555662105023	0.437675488634741	0.0194295135240006	0.0198602173042161	NA	0.00450480326158116	NA	0.0120571469937122	0.00676941493211574	0.010139831443427	0.00944630621392296	0.00864582256554554	0.00459682643429568	0.00165145785174722	0.00229116886693374	0.00229816646354744	0.0024052150572197	0.00121674893876187	0.0125762685886901	0.0126918674987937	0.013241540944695	0.0122110381571835
1_SaudiArabia_9	0.0153510911331326	0.0145746604689181	0.0154828060997704	0.0119536598588166	0.0152596211089749	0.0004874199731466	0.00196078505156629	0.00351174194634131	0.00174907192188824	0.00279584816920764	0.0069884729720965	0.00339906253435613	0.00239788700020134	0.862928078753523	NA	0.927448393804542	0.484542990798741	0.495762633460354	0.31397723245184	0.91603538960545	0.449438536853462	0.389560273985766	0.278985504492378	0.281344513811904	0.263864073428953	0.243362347802725	0.364019543453194	0.387876079447786	0.0136900918236909	0.0142173259314475	NA	0.00272235830995102	NA	0.00824598131405685	0.00679144579796018	0.00991339132199698	0.00692299256029449	0.00616502340583089	0.00405593155687499	0.00103689978543643	0.0013634831287608	0.00136931149937096	0.00149571623452398	0.00188195151483916	0.0113468497986944	0.0117459115462756	0.0122265280771881	0.0108678689313901
1_SaudiArabia_5	0.0154970547757431	0.0147191350108186	0.01563553243052	0.0120784630110931	0.0154046508951521	0.00048809740567581	0.00200012867598048	0.00373422359782231	0.00181052204323063	0.00303117536782405	0.00717902822706232	0.00347889044071619	0.00262711272931999	0.862180091911936	0.927448393804542	NA	0.485752666811129	0.496246948513635	0.315008185638511	0.915659675917781	0.449545150418299	0.389808358692919	0.279710558739847	0.282375557115559	0.264665486932243	0.244039019230448	0.364421248119729	0.388105964197485	0.0139809291004073	0.0144975158717009	NA	0.00286739673246312	NA	0.00833559039674309	0.00679854699787695	0.00988989786540632	0.00718572909470402	0.00643240717985138	0.00402621835036916	0.00109551730460563	0.00141705824582946	0.00142329736438327	0.00155030188438792	0.00188034007940441	0.0114877715068507	0.0119015138833705	0.0123801980440161	0.0110087820625595
1_BurkinaFaso_98	0.0227772999559868	0.0225645312513973	0.0229058990867803	0.0182639092426475	0.0226075048636939	0.000452410961177654	0.00204296694855803	0.0174801104881388	0.0049892544949426	0.0202351436845027	0.0352852346849934	0.0197784811216765	0.0260042534242895	0.544285194806562	0.484542990798741	0.485752666811129	NA	0.678645323366987	0.561894317239239	0.498149544890046	0.434403118512006	0.363181779310241	0.422992978907495	0.47524455661745	0.41227258704626	0.374532883474555	0.387103270789802	0.354662649023334	0.0802629089815977	0.0808878044580366	NA	0.0438075371847182	NA	0.0581027354054585	0.00760968123696595	0.00253855301841013	0.0303843588455455	0.0296434007269757	0.0028548852069146	0.00620360315060544	0.008017078212703	0.00797512614321891	0.00792253082924486	0.000663251586194227	0.018582369261584	0.0176556259698324	0.0185313774187969	0.0184543676265689
1_Gabon_32	0.0406984288335801	0.0404981573559624	0.0414205641881353	0.0330316853394574	0.0403141664787043	0.00155740431953755	0.00452018597199099	0.01476766769948	0.00463689727384713	0.0156405320413364	0.0431196377668649	0.024196724002398	0.0188962358394228	0.558870183785842	0.495762633460354	0.496246948513635	0.678645323366987	NA	0.55632243931998	0.499882723267114	0.589847803493876	0.573670378778918	0.504038301501945	0.532168331683818	0.48623050465583	0.449662053457998	0.562567858029459	0.567709899225162	0.0768024318779058	0.0770908782669828	NA	0.031716825871199	NA	0.0530942567665986	0.00825860050901506	0.00401601082629528	0.0287135009517692	0.0263332805698738	0.00396189923527924	0.0062283720534228	0.00820258256644476	0.00813958091535525	0.00807101875064195	0.000570064799999282	0.0204312915178357	0.0195724234255973	0.0206726034988263	0.0204987367072446
1_Senegal_308/291/217/193	0.0639220317808748	0.0647526156218395	0.0644626513573326	0.0529038756854497	0.0635125560496063	0.00135242051675607	0.00694635367129023	0.0328146364115075	0.00962808932361285	0.0356352242473146	0.0991328114263963	0.0611065954186404	0.042443707224307	0.358729708677349	0.31397723245184	0.315008185638511	0.561894317239239	0.55632243931998	NA	0.321663990687814	0.600940774336284	0.63832583839015	0.760917238337096	0.788048458773127	0.728345816913425	0.681577066050796	0.667511654525091	0.629745406575041	0.172584125533182	0.17224643353664	NA	0.108501092665387	NA	0.125566271622836	0.0201503720594322	0.00765805539841712	0.0564269206438127	0.050480506280197	0.00346100697668049	0.0140388720959216	0.0240400556484908	0.0238485106018355	0.0228671034022214	0.00675733808966787	0.024915652720608	0.0210737258870991	0.0218281195531105	0.0258532148748441
1_Ghana_33/28	0.0153550179629967	0.0147079138120472	0.0156336319372178	0.0120821629422615	0.0152574774504737	0.000515885838627614	0.00178035846195846	0.00670552585843762	0.00261580566297763	0.00623282167004915	0.00806369485509261	0.0038231702437651	0.00577240885723992	0.853852815963117	0.91603538960545	0.915659675917781	0.498149544890046	0.499882723267114	0.321663990687814	NA	0.44752189826988	0.388388155150078	0.281793863241758	0.287985488865184	0.267615480712091	0.245936542745742	0.364419894880095	0.38652529899829	0.0153737448342559	0.0158241338088609	NA	0.00319154848892901	NA	0.00881818670824694	0.00683378070202885	0.00955739217788055	0.0103088402310427	0.00982884850980887	0.00400178764693815	0.00109464545636125	0.00124156609554234	0.00123703998063345	0.00135077833963676	0.00191573974551963	0.0130370255544384	0.0136588186468466	0.0140730015457706	0.0124808552080563
1_Uganda_205	0.0646056434735812	0.0648023779053504	0.0660566461899645	0.0530651464045869	0.0640251887224395	0.00280079213089741	0.00751220225342424	0.0173933224454779	0.00554474015589746	0.0174094856519055	0.0660019233044229	0.0381459210489981	0.0199574241978457	0.508028806330648	0.449438536853462	0.449545150418299	0.434403118512006	0.589847803493876	0.600940774336284	0.44752189826988	NA	0.790385980147021	0.645928317955657	0.657542221389515	0.619475800701392	0.578196175120095	0.757289153898349	0.784710063442253	0.0950320707746286	0.0949138401133208	NA	0.0373089203346063	NA	0.0646582528949762	0.0115483135291432	0.00532900740251149	0.0356973147142602	0.0308507026935264	0.00459633001352591	0.00844816502865543	0.0121574801964679	0.0120446917327178	0.0117841396212393	0.00172249900781288	0.0247064342422269	0.0232295727350127	0.0244849141817675	0.025115735551937
1_Gabon_34	0.0794530549540873	0.0798978339850162	0.0813140942078185	0.0650321579378405	0.0789404849796847	0.0038373295240337	0.00920059735189466	0.0152494010300267	0.00493482646345946	0.0147946674927426	0.0771897038086966	0.0443814363576794	0.0181731006930772	0.439417310227772	0.389560273985766	0.389808358692919	0.363181779310241	0.573670378778918	0.63832583839015	0.388388155150078	0.790385980147021	NA	0.730310578458407	0.721696354999933	0.690723827251451	0.654985058464271	0.87217950645723	0.933001592780063	0.100601072194411	0.101943274920879	NA	0.0342846017258589	NA	0.0682125646369149	0.0114337275230549	0.00363400680371283	0.0386222653965204	0.032072345417689	0.0046021519872243	0.00926349605077969	0.0132510734235707	0.0131574675981675	0.0130012707251715	0.00122487003558683	0.0280368095066367	0.026388447412291	0.0281425094849367	0.0286624782710671
1_Senegal_152/15	0.0750128469406501	0.0755556417123059	0.0748448465735014	0.0615565019083511	0.0746647515021154	0.00158355451758495	0.00859475759906753	0.0151120302854724	0.00519300153941609	0.0152248785033212	0.10560055021599	0.0669986754302687	0.0210681778557506	0.31801407696183	0.278985504492378	0.279710558739847	0.422992978907495	0.504038301501945	0.760917238337096	0.281793863241758	0.645928317955657	0.730310578458407	NA	0.85998654491928	0.840073226190974	0.810023361689658	0.750228973918401	0.726848070051805	0.23772532550522	0.240539733854056	NA	0.178547966127106	NA	0.189089355096717	0.0199917711100251	0.00749048879795025	0.0427918280838804	0.0329726157748399	0.00394973817175747	0.0164193222733183	0.0295378861687921	0.0293905936143666	0.0280886673598	0.00883378326838453	0.0208265370308633	0.0163321553390748	0.0170537768765812	0.0222044477630477
1_BurkinaFaso_116/109	0.0768676873753873	0.0779230092280053	0.0774516961015579	0.0638913415153044	0.0763181389257252	0.0016037855274441	0.00826749004193718	0.0304052447811907	0.00883946547158568	0.0327698703436902	0.116384562207713	0.0721883163890131	0.0394037399864321	0.3221661065524	0.281344513811904	0.282375557115559	0.47524455661745	0.532168331683818	0.788048458773127	0.287985488865184	0.657542221389515	0.721696354999933	0.85998654491928	NA	0.824277872556529	0.769437227974057	0.756573786284152	0.709320457225283	0.196549283768925	0.195886318006443	NA	0.12567050599851	NA	0.143067421490436	0.0220492287326002	0.00776714693320032	0.0596148794255025	0.050622613038619	0.00371651598384271	0.0169086128893455	0.0290186978258075	0.0287884058923871	0.0275028695475438	0.0083716651883166	0.0270457802778618	0.0222467234185191	0.0227864435067997	0.0283235180059465
1_BurkinaFaso_6	0.0702812140202405	0.0707992527193372	0.0703165674914505	0.0579052946252129	0.0698555086266714	0.00137149301960839	0.0078953104302332	0.0177719769019688	0.00587780130825618	0.0185695053589253	0.0983127806934843	0.0618246507955116	0.0239608788508081	0.30196059669273	0.263864073428953	0.264665486932243	0.41227258704626	0.48623050465583	0.728345816913425	0.267615480712091	0.619475800701392	0.690723827251451	0.840073226190974	0.824277872556529	NA	0.783617006369239	0.715055075969647	0.687143894927723	0.257343553791627	0.260563555760487	NA	0.20705013592328	NA	0.212141152815453	0.0204256584656653	0.0080136351176317	0.0416686965315795	0.0335895608458221	0.00388095302928858	0.0160571621238635	0.0276346805765617	0.027490173961347	0.0262961992158669	0.00767788454880789	0.0202454992304884	0.0159709490194237	0.0165649754761196	0.0215108364612196
1_Senegal_9/4	0.0649500217277945	0.0652157914828668	0.0645692459109243	0.0530141311362342	0.0646296929101183	0.00125317401395044	0.00737240306473491	0.0114237294029535	0.00438499128583934	0.0115369266047346	0.0875592470740034	0.05586912609135	0.0163952724555659	0.278940634590915	0.243362347802725	0.244039019230448	0.374532883474555	0.449662053457998	0.681577066050796	0.245936542745742	0.578196175120095	0.654985058464271	0.810023361689658	0.769437227974057	0.783617006369239	NA	0.67262421632705	0.654211731326696	0.306105022958795	0.310376523901809	NA	0.240549357309231	NA	0.255128157911791	0.0203029382294466	0.00866750763870351	0.0348275372874961	0.0270621456929977	0.00426295343592818	0.0146618573019456	0.0258499043445056	0.025757780659558	0.0246319633263118	0.00735753611537975	0.0175984805778072	0.0137430972655703	0.0145061768695373	0.018783747685803
1_Uganda_24/13	0.0782008838108186	0.078697131936736	0.0797754539298787	0.0643228414455813	0.0776144708162238	0.00331454996088808	0.00898616755602568	0.0194315302400656	0.00597758407595423	0.0196086641762214	0.0847238870403092	0.0497430574312925	0.023459713807594	0.411555662105023	0.364019543453194	0.364421248119729	0.387103270789802	0.562567858029459	0.667511654525091	0.364419894880095	0.757289153898349	0.87217950645723	0.750228973918401	0.756573786284152	0.715055075969647	0.67262421632705	NA	0.865769232410552	0.122986957978689	0.123083946281551	NA	0.0550528263824094	NA	0.085193562059798	0.0140188911770951	0.00463371511704374	0.0435561661418194	0.0365877503095413	0.0043739581191743	0.0111445535823658	0.0169143090668394	0.0167815300731477	0.0163528232689078	0.00291086953463749	0.027388561149537	0.0250297456454998	0.0264582718661781	0.0281532709909828
1_Gabon_5	0.0787774733032566	0.0790119974581928	0.0805450928800142	0.0643490804617335	0.0783019864158295	0.00388651281286424	0.0097612568185271	0.0135508157491347	0.00453741503959344	0.012962164910878	0.076644915294266	0.0440476359362938	0.0166662294145527	0.437675488634741	0.387876079447786	0.388105964197485	0.354662649023334	0.567709899225162	0.629745406575041	0.38652529899829	0.784710063442253	0.933001592780063	0.726848070051805	0.709320457225283	0.687143894927723	0.654211731326696	0.865769232410552	NA	0.100244860365696	0.101982110784807	NA	0.0317032661564698	NA	0.0682900114844184	0.010905667805474	0.0034799395920057	0.0369328645906361	0.0305391278817923	0.00473024288738354	0.00943196851214399	0.0130412011234846	0.0129599832038179	0.012853837737071	0.00094884563287434	0.0273418871565321	0.0256690323289388	0.0274241920967057	0.02796539833075
1_Ghana_86	0.0070789816495111	0.00720111490336128	0.00666646541736467	0.00565083588819007	0.00710343661631072	0.000683236559317055	0.0012564253358323	0.00623731005784424	0.00216517866486009	0.00902407161192132	0.0184824751027353	0.012925666692655	0.0163962026993952	0.0194295135240006	0.0136900918236909	0.0139809291004073	0.0802629089815977	0.0768024318779058	0.172584125533182	0.0153737448342559	0.0950320707746286	0.100601072194411	0.23772532550522	0.196549283768925	0.257343553791627	0.306105022958795	0.122986957978689	0.100244860365696	NA	0.775874255847905	NA	0.529435108551457	NA	0.641051528382441	0.0365145286220458	0.0194709000916982	0.0203368282448905	0.0201905574619757	0.00374285500145508	0.00780652383304699	0.00877932368958339	0.00872604382991925	0.00836065912551304	0.0080660567849404	0.00267617837986794	0.00113606937958223	0.00139964349334436	0.0030061270355014
1_Gabon_266	0.00437167976694879	0.00455371612788624	0.00402879356545274	0.00336542029415894	0.00438198326576511	0.000897248435652164	0.000697845256248038	0.00362905858289019	0.00175848100981479	0.00527132489579349	0.0134852234245489	0.00966163676326194	0.0107338450731997	0.0198602173042161	0.0142173259314475	0.0144975158717009	0.0808878044580366	0.0770908782669828	0.17224643353664	0.0158241338088609	0.0949138401133208	0.101943274920879	0.240539733854056	0.195886318006443	0.260563555760487	0.310376523901809	0.123083946281551	0.101982110784807	0.775874255847905	NA	NA	0.563458820412569	NA	0.669614155587228	0.0337120416372435	0.0183884305973125	0.015814492660567	0.0157815043553614	0.00333099977708719	0.00596345123765562	0.00769343829943153	0.00764236367302413	0.00710671767085604	0.00959611881499891	0.0019353079367593	0.000733526166327808	0.000830258306762	0.00218631741614141
1_Uganda_261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_BurkinaFaso_94/55/42	0.00484418263234767	0.00481020783986304	0.00403858499021962	0.00355325203095912	0.00481222773885054	0.00195388465650588	0.00071755416159904	0.00507610494308387	0.00328410092336097	0.00418324416666668	0.0101682021791111	0.00966860787214097	0.00269741906199639	0.00450480326158116	0.00272235830995102	0.00286739673246312	0.0438075371847182	0.031716825871199	0.108501092665387	0.00319154848892901	0.0373089203346063	0.0342846017258589	0.178547966127106	0.12567050599851	0.20705013592328	0.240549357309231	0.0550528263824094	0.0317032661564698	0.529435108551457	0.563458820412569	NA	NA	NA	0.528655294982118	0.0199287264363735	0.0168310728776946	0.0029536625047387	0.00402933727786683	0.000827438083136682	0.00822035191650745	0.0147572794934549	0.0148020383403683	0.0138539997230749	0.0117404311295926	0.00109430576792369	0.000858205860742827	0.000907060032727315	0.00132094076346016
