country	chrom	start	end	r2n	r2
Brazil	1	96500000	96999999	1703	0.007185922935605049
Brazil	1	97000000	97499999	1795	0.006976313889026642
Brazil	1	97500000	97999999	1319	0.0064100055024027824
Brazil	1	98000000	98499999	1196	0.004721435718238354
Brazil	1	98500000	98999999	1170	0.004652294795960188
Brazil	1	99000000	99499999	1350	0.007767772302031517
Brazil	1	99500000	99999999	1254	0.005723149981349707
Brazil	1	100000000	100499999	1303	0.00421037245541811
Brazil	1	100500000	100999999	1368	0.004369969479739666
Brazil	1	101000000	101499999	1286	0.0045656003057956696
Brazil	1	101500000	101999999	1509	0.004138417541980743
Brazil	1	102000000	102499999	1305	0.004990478977560997
Brazil	1	102500000	102999999	1321	0.005113304127007723
Brazil	1	103000000	103499999	1532	0.005258964840322733
Brazil	1	103500000	103999999	1075	0.006922864820808172
Brazil	1	104000000	104499999	968	0.00675759301520884
Brazil	1	104500000	104999999	1119	0.0068181646056473255
Brazil	1	105000000	105499999	1240	0.006020750850439072
Brazil	1	105500000	105999999	950	0.0050361561588943005
Brazil	1	106000000	106499999	1282	0.004357493948191404
Brazil	1	106500000	106999999	1358	0.0041192034259438515
Brazil	1	107000000	107499999	1119	0.004454954527318478
Brazil	1	107500000	107999999	1189	0.0039908005855977535
Brazil	1	108000000	108499999	1182	0.004783425014466047
Brazil	1	108500000	108999999	1019	0.004394595976918936
Brazil	1	109000000	109499999	1045	0.004664980806410313
Brazil	1	109500000	109999999	1407	0.004060081206262112
Brazil	1	110000000	110499999	1284	0.004552691942080855
Brazil	1	110500000	110999999	968	0.005634014960378408
Brazil	1	111000000	111499999	1101	0.004881289321929216
Brazil	1	111500000	111999999	1050	0.007510521914809942
Brazil	1	112000000	112499999	1284	0.004904485307633877
Brazil	1	112500000	112999999	1117	0.004801375325769186
Brazil	1	113000000	113499999	1270	0.003496327204629779
Brazil	1	113500000	113999999	1134	0.004675126168876886
Brazil	1	114000000	114499999	1101	0.005380628630518913
Brazil	1	114500000	114999999	1265	0.005463612964376807
Brazil	1	115000000	115499999	1079	0.005911038722842932
Brazil	1	115500000	115999999	1275	0.007810663897544146
Brazil	1	116000000	116499999	1083	0.004172840155661106
Brazil	1	116500000	116999999	899	0.003980384208261967
Brazil	1	117000000	117499999	991	0.003253588220104575
Brazil	1	117500000	117999999	1244	0.004398247692734003
Brazil	1	118000000	118499999	851	0.00431640911847353
Brazil	1	118500000	118999999	1170	0.005497154779732227
Brazil	1	119000000	119499999	966	0.005410472862422466
Brazil	1	119500000	119999999	1949	0.006416406482458115
Brazil	1	120000000	120499999	1279	0.004051350522786379
Brazil	1	120500000	120999999	992	0.005913032218813896
Brazil	1	121000000	121499999	1753	0.0061954958364367485
Brazil	1	121500000	121999999	1584	0.0061166053637862206
Brazil	1	122000000	122499999	1211	0.006499930284917355
Brazil	1	122500000	122999999	963	0.005825591739267111
Brazil	1	123000000	123499999	1009	0.00458437018096447
Brazil	1	123500000	123999999	1120	0.005501730367541313
Brazil	1	124000000	124499999	1457	0.008048566523939371
Brazil	1	124500000	124999999	1232	0.007555083837360144
Brazil	1	125000000	125499999	919	0.00554009061306715
Brazil	1	125500000	125999999	1366	0.006212539039552212
Brazil	1	126000000	126499999	1256	0.006090839859098196
Brazil	1	126500000	126999999	1498	0.005007667932659388
Brazil	1	127000000	127499999	1032	0.008112889714539051
Brazil	1	127500000	127999999	1294	0.007638575974851847
Brazil	1	128000000	128499999	1209	0.005862301681190729
Brazil	1	128500000	128999999	1281	0.0059935604222118855
Brazil	1	129000000	129499999	923	0.0032615563832223415
Brazil	1	129500000	129999999	1188	0.005674917250871658
Brazil	1	130000000	130499999	947	0.005622175522148609
Brazil	1	130500000	130999999	868	0.008137594908475876
Brazil	1	131000000	131499999	1009	0.006007924675941467
Brazil	1	131500000	131999999	1046	0.005875219125300646
Brazil	1	132000000	132499999	1242	0.0064963530749082565
Brazil	1	132500000	132999999	983	0.004916380625218153
Brazil	1	133000000	133499999	1190	0.003572683548554778
Brazil	1	133500000	133999999	1148	0.005214965203776956
Brazil	1	134000000	134499999	1276	0.005860599223524332
Brazil	1	134500000	134999999	709	0.00677051767706871
Brazil	1	135000000	135499999	828	0.004469497129321098
Brazil	1	135500000	135999999	1219	0.004175814334303141
Brazil	1	136000000	136499999	1310	0.005206530913710594
Brazil	1	136500000	136999999	1550	0.007300051394850016
Brazil	1	137000000	137499999	1272	0.008278689347207546
Brazil	1	137500000	137999999	1260	0.005649481900036335
Brazil	1	138000000	138499999	1157	0.00679555581882596
Brazil	1	138500000	138999999	1255	0.005500816740095615
Brazil	1	139000000	139499999	1333	0.006878929678350687
Brazil	1	139500000	139999999	1234	0.00665278360247612
Brazil	1	140000000	140499999	1177	0.004043261520564556
Brazil	1	140500000	140999999	731	0.004710571374744177
Brazil	1	141000000	141499999	806	0.004002789501100779
Brazil	1	141500000	141999999	1127	0.00561271607875824
Brazil	1	142000000	142499999	926	0.005011201836168766
Brazil	1	142500000	142999999	820	0.005411070305854082
Brazil	1	143000000	143499999	801	0.008242400363087654
Brazil	1	143500000	143999999	887	0.008295795880258083
Brazil	1	144000000	144499999	865	0.007480981294065714
Brazil	1	144500000	144999999	704	0.0075476039201021194
Brazil	1	145000000	145499999	612	0.004088785033673048
Brazil	1	145500000	145999999	834	0.005311124958097935
Brazil	1	146000000	146499999	678	0.007022268138825893
Brazil	1	146500000	146999999	596	0.004394860938191414
Brazil	1	147000000	147499999	529	0.005397004075348377
Brazil	1	147500000	147999999	476	0.004694084636867046
Brazil	1	148000000	148499999	420	0.003444975591264665
Brazil	1	148500000	148999999	586	0.011972920969128609
Brazil	1	149000000	149499999	683	0.003730272874236107
Brazil	1	149500000	149999999	760	0.01847011223435402
Brazil	1	150000000	150499999	494	0.007076179143041372
Brazil	1	150500000	150999999	386	0.002941013779491186
Brazil	1	151000000	151499999	332	0.0025563486851751804
Brazil	1	151500000	151999999	314	0.001594122382812202
Brazil	1	152000000	152499999	186	0.0019457453163340688
Brazil	1	152500000	152999999	336	0.0019083037041127682
Brazil	1	153000000	153499999	332	0.0019512195140123367
Brazil	1	153500000	153999999	306	0.0018311826279386878
Brazil	1	154000000	154499999	194	0.0018491551745682955
Brazil	1	154500000	154999999	256	0.0016103059751912951
Brazil	1	155000000	155499999	359	0.00242485455237329
Brazil	1	155500000	155999999	557	0.003359957132488489
Brazil	1	156000000	156499999	542	0.002705520251765847
Brazil	1	156500000	156999999	343	0.002827854361385107
Brazil	1	157000000	157499999	469	0.0024977175053209066
Brazil	1	157500000	157999999	584	0.0035397589672356844
Brazil	1	158000000	158499999	449	0.002922381740063429
Brazil	1	158500000	158999999	536	0.004070301074534655
Brazil	1	159000000	159499999	860	0.004404658917337656
Brazil	1	159500000	159999999	1040	0.0067454054951667786
Brazil	1	160000000	160499999	1069	0.01336451480165124
Brazil	1	160500000	160999999	869	0.0035578070674091578
Brazil	1	161000000	161499999	1043	0.008053877390921116
Brazil	1	161500000	161999999	634	0.02074374072253704
Brazil	1	162000000	162499999	722	0.006934790872037411
Brazil	1	162500000	162999999	688	0.008122262544929981
Brazil	1	163000000	163499999	499	0.005988627672195435
Brazil	1	163500000	163999999	596	0.009118083864450455
Brazil	1	164000000	164499999	563	0.007406898774206638
Brazil	1	164500000	164999999	651	0.004110085777938366
Brazil	1	165000000	165499999	690	0.0035873153246939182
Brazil	1	165500000	165999999	901	0.0048195840790867805
Brazil	1	166000000	166499999	837	0.007555083837360144
Brazil	1	166500000	166999999	480	0.008803714998066425
Brazil	1	167000000	167499999	527	0.015314748510718346
Brazil	1	167500000	167999999	451	0.002722875913605094
Brazil	1	168000000	168499999	503	0.005129856988787651
Brazil	1	168500000	168999999	597	0.004443296696990728
Brazil	1	169000000	169499999	593	0.005506991874426603
Brazil	1	169500000	169999999	536	0.0052711027674376965
Brazil	1	170000000	170499999	532	0.008544769138097763
Brazil	1	170500000	170999999	757	0.004708021879196167
Brazil	1	171000000	171499999	507	0.004463943187147379
Brazil	1	171500000	171999999	442	0.00759915029630065
Brazil	1	172000000	172499999	531	0.004652128089219332
Brazil	1	172500000	172999999	525	0.003331667510792613
Brazil	1	173000000	173499999	407	0.0029787204694002867
Brazil	1	173500000	173999999	349	0.0041972133331000805
Brazil	1	174000000	174499999	809	0.004281203728169203
Brazil	1	174500000	174999999	663	0.004803734831511974
Brazil	1	175000000	175499999	790	0.005754695739597082
Brazil	1	175500000	175999999	737	0.007483030669391155
Brazil	1	176000000	176499999	760	0.004919674713164568
Brazil	1	176500000	176999999	743	0.005844888277351856
Brazil	1	177000000	177499999	598	0.006068933289498091
Brazil	1	177500000	177999999	916	0.006055220030248165
Brazil	1	178000000	178499999	878	0.009778962470591068
Brazil	1	178500000	178999999	678	0.004356809426099062
Brazil	1	179000000	179499999	707	0.004528785590082407
Brazil	1	179500000	179999999	1022	0.00658285291865468
Brazil	1	180000000	180499999	1031	0.006163863465189934
Brazil	1	180500000	180999999	645	0.006024663802236319
Brazil	1	181000000	181499999	559	0.013663463294506073
Brazil	1	181500000	181999999	766	0.007889088243246078
Brazil	1	182000000	182499999	1092	0.007602063938975334
Brazil	1	182500000	182999999	899	0.009245880879461765
Brazil	1	183000000	183499999	864	0.006887100636959076
Brazil	1	183500000	183999999	735	0.007385616190731525
Brazil	1	184000000	184499999	652	0.005506996065378189
Brazil	1	184500000	184999999	926	0.006212925538420677
Brazil	1	185000000	185499999	838	0.008274947293102741
Brazil	1	185500000	185999999	821	0.008233295287936926
Brazil	1	186000000	186499999	931	0.012104024179279804
Brazil	1	186500000	186999999	1054	0.010294095613062382
Brazil	1	187000000	187499999	1022	0.01002717949450016
Brazil	1	187500000	187999999	1333	0.012093190103769302
Brazil	1	188000000	188499999	1703	0.0079735042527318
Brazil	1	188500000	188999999	1236	0.009233031887561083
Brazil	1	189000000	189499999	1048	0.0075655735563486814
Brazil	1	189500000	189999999	940	0.008172128349542618
Brazil	1	190000000	190499999	577	0.0033885338343679905
Brazil	1	190500000	190999999	1352	0.009040620177984238
Brazil	1	191000000	191499999	1313	0.006891526281833649
Brazil	1	191500000	191999999	1064	0.005763825960457325
Brazil	1	192000000	192499999	1001	0.01608202699571848
Brazil	1	192500000	192999999	1002	0.008728286251425743
Brazil	1	193000000	193499999	1087	0.010782015509903431
Brazil	1	193500000	193999999	1537	0.00978155666962266
Brazil	1	194000000	194499999	741	0.0044180117547512054
Brazil	1	194500000	194999999	916	0.008351833559572697
Brazil	1	195000000	195499999	1060	0.005759767256677151
Brazil	1	195500000	195999999	1003	0.00913037359714508
Brazil	1	196000000	196499999	1155	0.010277599096298218
Brazil	1	196500000	196999999	1284	0.008472921326756477
Brazil	1	197000000	197499999	1201	0.010570826474577188
Brazil	1	197500000	197999999	1172	0.015823952853679657
Brazil	1	198000000	198499999	1451	0.011766094714403152
Brazil	1	198500000	198999999	1240	0.008979885838925838
Brazil	1	199000000	199499999	1410	0.00902733113616705
Brazil	1	199500000	199999999	902	0.0049382722936570644
Brazil	1	200000000	200499999	1188	0.0048370338045060635
Brazil	1	200500000	200999999	1462	0.005242288112640381
Brazil	1	201000000	201499999	1191	0.005524909123778343
Brazil	1	201500000	201999999	1067	0.004535559099167585
Brazil	1	202000000	202499999	1067	0.005373268388211727
Brazil	1	202500000	202999999	1692	0.006130377762019634
Brazil	1	203000000	203499999	1407	0.008270016871392727
Brazil	1	203500000	203999999	1055	0.0038691272493451834
Brazil	1	204000000	204499999	1160	0.006121983751654625
Brazil	1	204500000	204999999	944	0.004801585804671049
Brazil	1	205000000	205499999	954	0.004918272141367197
Brazil	1	205500000	205999999	637	0.003575518843717873
Brazil	1	206000000	206499999	1453	0.006526661571115255
Brazil	1	206500000	206999999	1135	0.006675040349364281
Brazil	1	207000000	207499999	1279	0.005870702676475048
Brazil	1	207500000	207999999	1144	0.004913199692964554
Brazil	1	208000000	208499999	1717	0.007098936941474676
Brazil	1	208500000	208999999	670	0.0038757564034312963
Brazil	1	209000000	209499999	1021	0.004655804019421339
Brazil	1	209500000	209999999	1354	0.003946361131966114
Brazil	1	210000000	210499999	1433	0.005985193885862827
Brazil	1	210500000	210999999	1123	0.005658571142703295
Brazil	1	211000000	211499999	1400	0.004110148875042796
Brazil	1	211500000	211999999	876	0.003026447491720319
Brazil	1	212000000	212499999	1345	0.005450267344713211
Brazil	1	212500000	212999999	1373	0.006188531406223774
Brazil	1	213000000	213499999	962	0.006708996370434761
Brazil	1	213500000	213999999	1303	0.005331226624548435
Brazil	1	214000000	214499999	1433	0.005252980161458254
Brazil	1	214500000	214999999	1727	0.00642207358032465
Brazil	1	215000000	215499999	1384	0.004962078295648098
Brazil	1	215500000	215999999	1696	0.005715722683817148
Brazil	1	216000000	216499999	1074	0.005527598783373833
Brazil	1	216500000	216999999	1104	0.004962221020832658
Brazil	1	217000000	217499999	791	0.006121968384832144
Brazil	1	217500000	217999999	963	0.005256036762148142
Brazil	1	218000000	218499999	1188	0.00635237293317914
Brazil	1	218500000	218999999	1034	0.004333535674959421
Brazil	1	219000000	219499999	2324	0.006066786125302315
Brazil	1	219500000	219999999	2187	0.0088289063423872
Brazil	1	220000000	220499999	1207	0.005521073471754789
Brazil	1	220500000	220999999	1381	0.007163845933973789
Brazil	1	221000000	221499999	1202	0.005355417728424072
Brazil	1	221500000	221999999	1260	0.005044153425842524
Brazil	1	222000000	222499999	1332	0.004249303136020899
Brazil	1	222500000	222999999	1633	0.004631058778613806
Brazil	1	223000000	223499999	1583	0.00614536739885807
Brazil	1	223500000	223999999	1439	0.005208192393183708
Brazil	1	224000000	224499999	918	0.004984050989151001
Brazil	1	224500000	224999999	1562	0.0055779460817575455
Brazil	1	225000000	225499999	1916	0.006342854350805283
Brazil	1	225500000	225999999	1268	0.006721372250467539
Brazil	1	226000000	226499999	1499	0.0051794759929180145
Brazil	1	226500000	226999999	1156	0.006749956402927637
Brazil	1	227000000	227499999	1334	0.008099554106593132
Brazil	1	227500000	227999999	1558	0.007200904190540314
Brazil	1	228000000	228499999	1746	0.008014851249754429
Brazil	1	228500000	228999999	1514	0.006043088156729937
Brazil	1	229000000	229499999	1352	0.008107361849397421
Brazil	1	229500000	229999999	1404	0.007380096009001136
Brazil	1	230000000	230499999	2214	0.007302921265363693
Brazil	1	230500000	230999999	1939	0.0054502664133906364
Brazil	1	231000000	231499999	1593	0.005627752281725407
Brazil	1	231500000	231999999	1650	0.004922700580209494
Brazil	1	232000000	232499999	1096	0.005237164441496134
Brazil	1	232500000	232999999	2055	0.00750361243262887
Brazil	1	233000000	233499999	1657	0.0052947658114135265
Brazil	1	233500000	233999999	1555	0.005730020813643932
Brazil	1	234000000	234499999	1398	0.004984050989151001
Brazil	1	234500000	234999999	1764	0.004973122850060463
Brazil	1	235000000	235499999	1581	0.006747806910425425
Brazil	1	235500000	235999999	1657	0.008304668590426445
Brazil	1	236000000	236499999	1206	0.005600150674581528
Brazil	1	236500000	236999999	1057	0.005175709025934339
Brazil	1	237000000	237499999	1439	0.005771942436695099
Brazil	1	237500000	237999999	1387	0.0053266179747879505
Brazil	1	238000000	238499999	1351	0.0037258004304021597
Brazil	1	238500000	238999999	1505	0.004100252408534288
Brazil	1	239000000	239499999	1237	0.004653736716136336
Brazil	1	239500000	239999999	740	0.00326928892172873
Brazil	1	240000000	240499999	743	0.003670494304969907
Brazil	1	240500000	240999999	800	0.004569900222122669
Brazil	1	241000000	241499999	820	0.005270090419799089
Brazil	1	241500000	241999999	1234	0.004589365795254707
Brazil	1	242000000	242499999	780	0.002843650756403804
Brazil	1	242500000	242999999	1046	0.005450335331261158
Brazil	1	243000000	243499999	923	0.004660130478441715
Brazil	1	243500000	243999999	1200	0.0037099034525454044
Brazil	1	244000000	244499999	794	0.005690431222319603
Brazil	1	244500000	244999999	1117	0.003178322920575738
Brazil	1	245000000	245499999	1039	0.003571429057046771
Brazil	1	245500000	245999999	1684	0.005338652990758419
Brazil	1	246000000	246499999	1126	0.004538055043667555
Brazil	1	246500000	246999999	1377	0.006593445315957069
Brazil	1	247000000	247499999	1054	0.00591035233810544
Brazil	1	247500000	247999999	1174	0.00498097762465477
Brazil	1	248000000	248499999	1193	0.00667450949549675
Brazil	1	248500000	248999999	1820	0.0060342708602547646
Brazil	1	249000000	249499999	1182	0.008577258326113224
Brazil	1	249500000	249999999	1275	0.007171647157520056
Brazil	1	250000000	250499999	943	0.004973553586751223
Brazil	1	250500000	250999999	1421	0.006332940887659788
Brazil	1	251000000	251499999	1804	0.004622653359547257
Brazil	1	251500000	251999999	1410	0.0032697729766368866
Brazil	1	252000000	252499999	1578	0.004260580521076918
Brazil	1	252500000	252999999	1072	0.0038726325146853924
Brazil	1	253000000	253499999	1450	0.004695894196629524
Brazil	1	253500000	253999999	1925	0.004631775431334972
Brazil	1	254000000	254499999	1181	0.0037230264861136675
Brazil	1	254500000	254999999	1657	0.004904485307633877
Brazil	1	255000000	255499999	1362	0.0059946379624307156
Brazil	1	255500000	255999999	1725	0.0037902630865573883
Brazil	1	256000000	256499999	1915	0.00518263503909111
Brazil	1	256500000	256999999	1959	0.004012531600892544
Brazil	1	257000000	257499999	1270	0.004081354476511478
Brazil	1	257500000	257999999	1323	0.004817939829081297
Brazil	1	258000000	258499999	1189	0.005455174250528216
Brazil	1	258500000	258999999	1416	0.0056363665498793125
Brazil	1	259000000	259499999	1101	0.004938268102705479
Brazil	1	259500000	259999999	1384	0.006438311189413071
