country	chrom	start	end	r2samp
USA	1	5200000	5299999	0.002856553066521883
USA	1	5300000	5399999	0.002856538165360689
USA	1	5400000	5499999	0.0026818944606930017
USA	1	5500000	5599999	0.0035339201567694545
USA	1	5600000	5699999	0.004412072245031595
USA	1	5700000	5799999	0.002231841441243887
USA	1	5800000	5899999	0.0031787732150405645
USA	1	5900000	5999999	0.0030827352311462164
USA	1	6000000	6099999	0.004577474668622017
USA	1	6100000	6199999	0.003866309067234397
USA	1	6200000	6299999	0.0037053364794701338
USA	1	6300000	6399999	0.003106952295638621
USA	1	6400000	6499999	0.0022935776505619287
USA	1	6500000	6599999	0.004467300605028868
USA	1	6600000	6699999	0.004465673351660371
USA	1	6700000	6799999	0.005247786641120911
USA	1	6800000	6899999	0.00329566840082407
USA	1	6900000	6999999	0.002856538165360689
USA	1	7000000	7099999	0.007323591271415353
USA	1	7100000	7199999	0.003454294055700302
USA	1	7200000	7299999	0.0035037570632994175
USA	1	7300000	7399999	0.0017451912863180041
USA	1	7400000	7499999	0.002720846561715007
USA	1	7500000	7599999	0.004616010235622525
USA	1	7600000	7699999	0.002381786936894059
USA	1	7700000	7799999	0.003166378475725651
USA	1	7800000	7899999	0.0033302841475233436
USA	1	7900000	7999999	0.0026964114513248205
USA	1	8000000	8099999	0.004003564827144146
USA	1	8100000	8199999	0.0018286730628460646
USA	1	8200000	8299999	0.004690134897828102
USA	1	8300000	8399999	0.0030253028962761164
USA	1	8400000	8499999	0.00045955879613757133
USA	1	8500000	8599999	0.002687613945454359
USA	1	8600000	8699999	0.0031934245489537716
USA	1	8700000	8799999	0.0029713381081819534
USA	1	8800000	8899999	0.0025633752811700106
USA	1	8900000	8999999	0.0017342863138765097
USA	1	9000000	9099999	0.0016574687324464321
USA	1	9100000	9199999	0.003197428537532687
USA	1	9200000	9299999	0.004236143548041582
USA	1	9300000	9399999	0.0036222476046532393
USA	1	9400000	9499999	0.003535719122737646
USA	1	9500000	9599999	0.0031853027176111937
USA	1	9600000	9699999	0.003338014241307974
USA	1	9700000	9799999	0.006654439959675074
USA	1	9800000	9899999	0.002334483666345477
USA	1	9900000	9999999	0.004413930233567953
USA	1	10000000	10099999	0.0034970531705766916
USA	1	10100000	10199999	0.003757380647584796
USA	1	10200000	10299999	0.002652146387845278
USA	1	10300000	10399999	0.0032223414164036512
USA	1	10400000	10499999	0.0034131736028939486
USA	1	10500000	10599999	0.003970274236053228
USA	1	10600000	10699999	0.002259422792121768
USA	1	10700000	10799999	0.004030026961117983
USA	1	10800000	10899999	0.004103877581655979
USA	1	10900000	10999999	0.003586435574106872
USA	1	11000000	11099999	0.002831714926287532
USA	1	11100000	11199999	0.002357583027333021
USA	1	11200000	11299999	0.005574447102844715
USA	1	11300000	11399999	0.003407104522921145
USA	1	11400000	11499999	0.003945569973438978
USA	1	11500000	11599999	0.005234778393059969
USA	1	11600000	11699999	0.0047636814415454865
USA	1	11700000	11799999	0.004780815914273262
USA	1	11800000	11899999	0.002005163114517927
USA	1	11900000	11999999	0.0025330716744065285
USA	1	12000000	12099999	0.002040038350969553
USA	1	12100000	12199999	0.003356778062880039
USA	1	12200000	12299999	0.005442215595394373
USA	1	12300000	12399999	0.003310196567326784
USA	1	12400000	12499999	0.0035028596175834537
USA	1	12500000	12599999	0.0035010369028896093
USA	1	12600000	12699999	0.003591913962736726
USA	1	12700000	12799999	0.0037460298044607043
USA	1	12800000	12899999	0.0022751515498384833
USA	1	12900000	12999999	0.0030770697630941868
USA	1	13000000	13099999	0.0023738055024296045
USA	1	13100000	13199999	0.0030557680875062943
USA	1	13200000	13299999	0.003136656479910016
USA	1	13300000	13399999	0.004497143905609846
USA	1	13400000	13499999	0.00797066418454051
USA	1	13500000	13599999	0.004289635689929128
USA	1	13600000	13699999	0.003133227815851569
USA	1	13700000	13799999	0.004052397329360247
USA	1	13800000	13899999	0.003960641101002693
USA	1	13900000	13999999	0.0035779194440692663
USA	1	14000000	14099999	0.003025500918738544
USA	1	14100000	14199999	0.0044108796864748
USA	1	14200000	14299999	0.002432186622172594
USA	1	14300000	14399999	0.005335366353392601
USA	1	14400000	14499999	0.005363013595342636
USA	1	14500000	14599999	0.00529483612626791
USA	1	14600000	14699999	0.0035897432826459408
USA	1	14700000	14799999	0.004759944975376129
USA	1	14800000	14899999	0.0032514301128685474
USA	1	14900000	14999999	0.002437703078612685
USA	1	15000000	15099999	0.001550868502818048
USA	1	15100000	15199999	0.0027780442032963037
USA	1	15200000	15299999	0.0031857809517532587
USA	1	15300000	15399999	0.0030710704158991575
USA	1	15400000	15499999	0.0034794111270457506
USA	1	15500000	15599999	0.0059206499718129635
USA	1	15600000	15699999	0.004491238854825497
USA	1	15700000	15799999	0.003266591113060713
USA	1	15800000	15899999	0.007287103682756424
USA	1	15900000	15999999	0.007721752859652042
USA	1	16000000	16099999	0.0025835863780230284
USA	1	16100000	16199999	0.0036485071759670973
USA	1	16200000	16299999	0.004179106559604406
USA	1	16300000	16399999	0.005486946552991867
USA	1	16400000	16499999	0.0016593140317127109
USA	1	16500000	16599999	0.0029620223212987185
USA	1	16600000	16699999	0.004379636142402887
USA	1	16700000	16799999	0.003882915712893009
USA	1	16800000	16899999	0.00802034791558981
USA	1	16900000	16999999	0.003934822976589203
USA	1	17000000	17099999	0.0020460629602894187
USA	1	17100000	17199999	0.005060670431703329
USA	1	17200000	17299999	0.008393528871238232
USA	1	17300000	17399999	0.003579098731279373
USA	1	17400000	17499999	0.005990729667246342
USA	1	17500000	17599999	0.003983254078775644
USA	1	17600000	17699999	0.004435962997376919
USA	1	17700000	17799999	0.004803596530109644
USA	1	17800000	17899999	0.003031444735825062
USA	1	17900000	17999999	0.00858857948333025
USA	1	18000000	18099999	0.0054173574317246675
USA	1	18100000	18199999	0.0036665841471403837
USA	1	18200000	18299999	0.005067329853773117
USA	1	18300000	18399999	0.003790571354329586
USA	1	18400000	18499999	0.0032021719962358475
USA	1	18500000	18599999	0.004102552775293589
USA	1	18600000	18699999	0.005398644367232919
USA	1	18700000	18799999	0.003247455693781376
USA	1	18800000	18899999	0.0035779194440692663
USA	1	18900000	18999999	0.005990719422698021
USA	1	19000000	19099999	0.003482491127215326
USA	1	19100000	19199999	0.0037677306681871414
USA	1	19200000	19299999	0.0024008406326174736
USA	1	19300000	19399999	0.0029859114438295364
USA	1	19400000	19499999	0.0038643190637230873
USA	1	19500000	19599999	0.002237762324512005
USA	1	19600000	19699999	0.003757380647584796
USA	1	19700000	19799999	0.0036308980779722333
USA	1	19800000	19899999	0.002425319515168667
USA	1	19900000	19999999	0.004268703982234001
USA	1	20000000	20099999	0.0054372763261199
USA	1	20100000	20199999	0.004120879340916872
USA	1	20200000	20299999	0.0034884694032371044
USA	1	20300000	20399999	0.003912434447556734
USA	1	20400000	20499999	0.003588308347389102
USA	1	20500000	20599999	0.002780492650344968
USA	1	20600000	20699999	0.0042821564711630344
USA	1	20700000	20799999	0.0037663120310753584
USA	1	20800000	20899999	0.00397890224121511
USA	1	20900000	20999999	0.003031779546290636
USA	1	21000000	21099999	0.004428632091730833
USA	1	21100000	21199999	0.004669504705816507
USA	1	21200000	21299999	0.0071298847906291485
USA	1	21300000	21399999	0.004719005431979895
USA	1	21400000	21499999	0.0034643509425222874
USA	1	21500000	21599999	0.00659296615049243
USA	1	21600000	21699999	0.004126306623220444
USA	1	21700000	21799999	0.004151067230850458
USA	1	21800000	21899999	0.00705780740827322
USA	1	21900000	21999999	0.002953585237264633
USA	1	22000000	22099999	0.0030929658096283674
USA	1	22100000	22199999	0.003842814825475216
USA	1	22200000	22299999	0.004483013413846493
USA	1	22300000	22399999	0.0029943438712507486
USA	1	22400000	22499999	0.004337162245064974
USA	1	22500000	22599999	0.00537107652053237
USA	1	22600000	22699999	0.003009591018781066
USA	1	22700000	22799999	0.004959641490131617
USA	1	22800000	22899999	0.006357908248901367
USA	1	22900000	22999999	0.006387314759194851
USA	1	23000000	23099999	0.0037677306681871414
USA	1	23100000	23199999	0.004005568567663431
USA	1	23200000	23299999	0.003273322246968746
USA	1	23300000	23399999	0.0033981020096689463
USA	1	23400000	23499999	0.0041675688698887825
USA	1	23500000	23599999	0.003170585143379867
USA	1	23600000	23699999	0.004731960128992796
USA	1	23700000	23799999	0.0036665841471403837
USA	1	23800000	23899999	0.003457964165136218
USA	1	23900000	23999999	0.004090705420821905
USA	1	24000000	24099999	0.0037677306681871414
USA	1	24100000	24199999	0.004092673771083355
USA	1	24200000	24299999	0.004660388920456171
USA	1	24300000	24399999	0.003247455693781376
USA	1	24400000	24499999	0.0046159313060343266
USA	1	24500000	24599999	0.005236500408500433
USA	1	24600000	24699999	0.006674503441900015
USA	1	24700000	24799999	0.00280194659717381
USA	1	24800000	24899999	0.0039158049039542675
USA	1	24900000	24999999	0.004969783592969179
USA	1	25000000	25099999	0.004148079082369804
USA	1	25100000	25199999	0.004329736344516277
USA	1	25200000	25299999	0.004330653231590986
USA	1	25300000	25399999	0.005030032247304916
USA	1	25400000	25499999	0.0087890625
USA	1	25500000	25599999	0.005982799921184778
USA	1	25600000	25699999	0.005107093136757612
USA	1	25700000	25799999	0.004175188485532999
USA	1	25800000	25899999	0.005990125704556704
USA	1	25900000	25999999	0.004732651170343161
USA	1	26000000	26099999	0.005220730323344469
USA	1	26100000	26199999	0.002646484412252903
USA	1	26200000	26299999	0.002913752803578973
USA	1	26300000	26399999	0.00338028185069561
USA	1	26400000	26499999	0.004929117159917951
USA	1	26500000	26599999	0.003652427578344941
USA	1	26600000	26699999	0.004228244069963694
USA	1	26700000	26799999	0.005214562639594078
USA	1	26800000	26899999	0.0033654740545898676
USA	1	26900000	26999999	0.004120879340916872
USA	1	27000000	27099999	0.0035918389912694693
USA	1	27100000	27199999	0.0039724064990878105
USA	1	27200000	27299999	0.004728513304144144
USA	1	27300000	27399999	0.00434335763566196
USA	1	27400000	27499999	0.003837671596556902
USA	1	27500000	27599999	0.003930236212909222
USA	1	27600000	27699999	0.003137602237984538
USA	1	27700000	27799999	0.0051109762862324715
USA	1	27800000	27899999	0.005384122021496296
USA	1	27900000	27999999	0.0038079882506281137
USA	1	28000000	28099999	0.002743735443800688
USA	1	28100000	28199999	0.004047065507620573
USA	1	28200000	28299999	0.003803214291110635
USA	1	28300000	28399999	0.005317281000316143
USA	1	28400000	28499999	0.0025137128541246057
USA	1	28500000	28599999	0.00236344151198864
USA	1	28600000	28699999	0.00366131286136806
USA	1	28700000	28799999	0.004445693921297789
USA	1	28800000	28899999	0.003627213416621089
USA	1	28900000	28999999	0.005538230761885643
USA	1	29000000	29099999	0.0058745089918375015
USA	1	29100000	29199999	0.004080228973180056
USA	1	29200000	29299999	0.005609491374343634
USA	1	29300000	29399999	0.005230751354247332
USA	1	29400000	29499999	0.0026297024451196194
USA	1	29500000	29599999	0.004112429451197386
USA	1	29600000	29699999	0.0031740928534418344
USA	1	29700000	29799999	0.0042323158122599125
USA	1	29800000	29899999	0.004525589291006327
USA	1	29900000	29999999	0.004953011404722929
USA	1	30000000	30099999	0.004328700713813305
USA	1	30100000	30199999	0.004182759672403336
USA	1	30200000	30299999	0.0026203710585832596
USA	1	30300000	30399999	0.0036456927191466093
USA	1	30400000	30499999	0.004819589667022228
USA	1	30500000	30599999	0.003028926206752658
USA	1	30600000	30699999	0.003518610028550029
USA	1	30700000	30799999	0.005329986568540335
USA	1	30800000	30899999	0.004120879340916872
USA	1	30900000	30999999	0.00496699521318078
USA	1	31000000	31099999	0.004846748663112521
USA	1	31100000	31199999	0.003663242794573307
USA	1	31200000	31299999	0.004120878409594297
USA	1	31300000	31399999	0.0030905285384505987
USA	1	31400000	31499999	0.002924280008301139
USA	1	31500000	31599999	0.003356778062880039
USA	1	31600000	31699999	0.00291375326924026
USA	1	31700000	31799999	0.003898614551872015
USA	1	31800000	31899999	0.004235784988850355
USA	1	31900000	31999999	0.003261808305978775
USA	1	32000000	32099999	0.003544560633599758
USA	1	32100000	32199999	0.002743734512478113
USA	1	32200000	32299999	0.002931769471615553
USA	1	32300000	32399999	0.003695710562169552
USA	1	32400000	32499999	0.0037677306681871414
USA	1	32500000	32599999	0.00350517057813704
USA	1	32600000	32699999	0.0024164365604519844
USA	1	32700000	32799999	0.004873683210462332
USA	1	32800000	32899999	0.004334529861807823
USA	1	32900000	32999999	0.0026455025654286146
USA	1	33000000	33099999	0.004652578616514802
USA	1	33100000	33199999	0.006199363619089127
USA	1	33200000	33299999	0.004539006855338812
USA	1	33300000	33399999	0.0034921717597171664
USA	1	33400000	33499999	0.002931777620688081
USA	1	33500000	33599999	0.0036138559225946665
USA	1	33600000	33699999	0.002559590619057417
USA	1	33700000	33799999	0.002775040455162525
USA	1	33800000	33899999	0.002328781643882394
USA	1	33900000	33999999	0.002449789782986045
USA	1	34000000	34099999	0.002257821848616004
USA	1	34100000	34199999	0.0030174842104315758
USA	1	34200000	34299999	0.002521660178899765
USA	1	34300000	34399999	0.002855501603335142
USA	1	34400000	34499999	0.0022938447073101997
USA	1	34500000	34599999	0.0016137707279995084
USA	1	34600000	34699999	0.002215396845713258
USA	1	34700000	34799999	0.002636707853525877
USA	1	34800000	34899999	0.0031974425073713064
USA	1	34900000	34999999	0.004454649053514004
USA	1	35000000	35099999	0.004207792226225138
USA	1	35100000	35199999	0.00487368181347847
USA	1	35200000	35299999	0.005058726295828819
USA	1	35300000	35399999	0.0033126308117061853
USA	1	35400000	35499999	0.007502961903810501
USA	1	35500000	35599999	0.0063622863963246346
USA	1	35600000	35699999	0.006184175610542297
USA	1	35700000	35799999	0.0058731576427817345
USA	1	35800000	35899999	0.005076806526631117
USA	1	35900000	35999999	0.004243828356266022
USA	1	36000000	36099999	0.0026447258424013853
USA	1	36100000	36199999	0.0032193853985518217
USA	1	36200000	36299999	0.002368599409237504
USA	1	36300000	36399999	0.0031389209907501936
USA	1	36400000	36499999	0.008670239709317684
USA	1	36500000	36599999	0.004379420541226864
USA	1	36600000	36699999	0.002856538165360689
USA	1	36700000	36799999	0.004295482765883207
USA	1	36800000	36899999	0.0035873723682016134
USA	1	36900000	36999999	0.00484800711274147
USA	1	37000000	37099999	0.003579614218324423
USA	1	37100000	37199999	0.0030844337306916714
USA	1	37200000	37299999	0.005385487340390682
USA	1	37300000	37399999	0.005268646404147148
USA	1	37400000	37499999	0.0039724078960716724
USA	1	37500000	37599999	0.0031857809517532587
USA	1	37600000	37699999	0.0037677306681871414
USA	1	37700000	37799999	0.00668535428121686
USA	1	37800000	37899999	0.003627273952588439
USA	1	37900000	37999999	0.003697858424857259
USA	1	38000000	38099999	0.004466273821890354
USA	1	38100000	38199999	0.005406975746154785
USA	1	38200000	38299999	0.003955735359340906
USA	1	38300000	38399999	0.004988580010831356
USA	1	38400000	38499999	0.003101092530414462
USA	1	38500000	38599999	0.005778120830655098
USA	1	38600000	38699999	0.0052123055793344975
USA	1	38700000	38799999	0.00495000509545207
USA	1	38800000	38899999	0.00433855876326561
USA	1	38900000	38999999	0.0048814695328474045
USA	1	39000000	39099999	0.0029275601264089346
USA	1	39100000	39199999	0.0059112380258738995
USA	1	39200000	39299999	0.0034171212464571
USA	1	39300000	39399999	0.003728125710040331
USA	1	39400000	39499999	0.003055767621845007
USA	1	39500000	39599999	0.003409877885133028
USA	1	39600000	39699999	0.004576659295707941
USA	1	39700000	39799999	0.0035555399954319
USA	1	39800000	39899999	0.002400557277724147
USA	1	39900000	39999999	0.003517316421493888
USA	1	40000000	40099999	0.004369539208710194
USA	1	40100000	40199999	0.005079185124486685
USA	1	40200000	40299999	0.004197908798232675
USA	1	40300000	40399999	0.003510883776471019
USA	1	40400000	40499999	0.007341054733842611
USA	1	40500000	40599999	0.005090747959911823
USA	1	40600000	40699999	0.005824398249387741
USA	1	40700000	40799999	0.004884759895503521
USA	1	40800000	40899999	0.0035445604007691145
USA	1	40900000	40999999	0.002373807830736041
USA	1	41000000	41099999	0.005687554366886616
USA	1	41100000	41199999	0.004373776726424694
USA	1	41200000	41299999	0.0031974425073713064
USA	1	41300000	41399999	0.008066036738455296
USA	1	41400000	41499999	0.006271701771765947
USA	1	41500000	41599999	0.003322133095934987
USA	1	41600000	41699999	0.003894628258422017
USA	1	41700000	41799999	0.0036959098652005196
USA	1	41800000	41899999	0.0034011960960924625
USA	1	41900000	41999999	0.0036883314605802298
USA	1	42000000	42099999	0.006738694384694099
USA	1	42100000	42199999	0.003757380647584796
USA	1	42200000	42299999	0.005588129162788391
USA	1	42300000	42399999	0.005055977497249842
USA	1	42400000	42499999	0.00551879801787436
USA	1	42500000	42599999	0.0055879466235637665
USA	1	42600000	42699999	0.004390920978039503
USA	1	42700000	42799999	0.008578356355428696
USA	1	42800000	42899999	0.004283998627215624
USA	1	42900000	42999999	0.006722151767462492
USA	1	43000000	43099999	0.008848641067743301
USA	1	43100000	43199999	0.007459681481122971
USA	1	43200000	43299999	0.004598636645823717
USA	1	43300000	43399999	0.005420236615464091
USA	1	43400000	43499999	0.004831071011722088
USA	1	43500000	43599999	0.0025562834925949574
USA	1	43600000	43699999	0.004801516886800528
USA	1	43700000	43799999	0.0027740856166929007
USA	1	43800000	43899999	0.001727140275761485
USA	1	43900000	43999999	0.0028897866141051054
USA	1	44000000	44099999	0.004886498907580972
USA	1	44100000	44199999	0.007167985662817955
USA	1	44200000	44299999	0.003031823434866965
USA	1	44300000	44399999	0.004492014646530151
USA	1	44400000	44499999	0.005144254770129919
USA	1	44500000	44599999	0.00390085531398654
USA	1	44600000	44699999	0.003542209044098854
USA	1	44700000	44799999	0.005247241351753473
USA	1	44800000	44899999	0.005048956256359816
USA	1	44900000	44999999	0.004576659295707941
USA	1	45000000	45099999	0.003395065199583769
USA	1	45100000	45199999	0.003531872993335128
USA	1	45200000	45299999	0.0043351911008358
USA	1	45300000	45399999	0.003969431854784489
USA	1	45400000	45499999	0.004569659009575844
USA	1	45500000	45599999	0.0033462594728916883
USA	1	45600000	45699999	0.0057530386839061975
USA	1	45700000	45799999	0.0035606554010882974
USA	1	45800000	45899999	0.003784765722230077
USA	1	45900000	45999999	0.006063926266506314
USA	1	46000000	46099999	0.005702520254999399
USA	1	46100000	46199999	0.0035719082225114107
USA	1	46200000	46299999	0.004491758998483419
USA	1	46300000	46399999	0.007657785899937153
USA	1	46400000	46499999	0.004031728953123093
USA	1	46500000	46599999	0.004329734481871128
USA	1	46600000	46699999	0.0056190649047493935
USA	1	46700000	46799999	0.0038643190637230873
USA	1	46800000	46899999	0.004051117226481438
USA	1	46900000	46999999	0.006937507539987564
USA	1	47000000	47099999	0.01131073571741581
USA	1	47100000	47199999	0.004095710348337889
USA	1	47200000	47299999	0.0054869684390723705
USA	1	47300000	47399999	0.0061179399490356445
USA	1	47400000	47499999	0.006263294257223606
USA	1	47500000	47599999	0.00873861974105239
USA	1	47600000	47699999	0.007176560815423727
USA	1	47700000	47799999	0.00595347722992301
USA	1	47800000	47899999	0.0037857540883123875
USA	1	47900000	47999999	0.004576658830046654
USA	1	48000000	48099999	0.0062756710685789585
USA	1	48100000	48199999	0.005767811089754105
USA	1	48200000	48299999	0.005838611163198948
USA	1	48300000	48399999	0.007648952305316925
USA	1	48400000	48499999	0.021520748734474182
USA	1	48500000	48599999	0.007316922303289175
USA	1	48600000	48699999	0.006357908248901367
USA	1	48700000	48799999	0.0031628486467525363
USA	1	48800000	48899999	0.004675066098570824
USA	1	48900000	48999999	0.004360359627753496
USA	1	49000000	49099999	0.004378019366413355
USA	1	49100000	49199999	0.009419151581823826
USA	1	49200000	49299999	0.008622889406979084
USA	1	49300000	49399999	0.009608674794435501
USA	1	49400000	49499999	0.018246378749608994
USA	1	49500000	49599999	0.008371688425540924
USA	1	49600000	49699999	0.004704663995653391
USA	1	49700000	49799999	0.009211160242557526
USA	1	49800000	49899999	0.0068503315560519695
USA	1	49900000	49999999	0.005227189045399427
USA	1	50000000	50099999	0.003757380647584796
USA	1	50100000	50199999	0.0022095958702266216
USA	1	50200000	50299999	0.0029137523379176855
USA	1	50300000	50399999	0.0025015638675540686
USA	1	50400000	50499999	0.002775040455162525
USA	1	50500000	50599999	0.0027479862328618765
USA	1	50600000	50699999	0.00299645378254354
USA	1	50700000	50799999	0.00506924232468009
USA	1	50800000	50899999	0.003983254078775644
USA	1	50900000	50999999	0.006086335051804781
USA	1	51000000	51099999	0.004404250532388687
USA	1	51100000	51199999	0.002328781643882394
USA	1	51200000	51299999	0.0051091492641717196
USA	1	51300000	51399999	0.004251144826412201
USA	1	51400000	51499999	0.004539006855338812
USA	1	51500000	51599999	0.0035445604007691145
USA	1	51600000	51699999	0.005530561786144972
USA	1	51700000	51799999	0.008007563184946775
USA	1	51800000	51899999	0.003655044944025576
USA	1	51900000	51999999	0.003978305961936712
USA	1	52000000	52099999	0.005514314863830805
USA	1	52100000	52199999	0.005833194125443697
USA	1	52200000	52299999	0.002856538165360689
USA	1	52300000	52399999	0.0026178357657045126
USA	1	52400000	52499999	0.003176653990522027
USA	1	52500000	52599999	0.005003775004297495
USA	1	52600000	52699999	0.004108094144612551
USA	1	52700000	52799999	0.006417087744921446
USA	1	52800000	52899999	0.003611051943153143
USA	1	52900000	52999999	0.005114030092954636
USA	1	53000000	53099999	0.003544560866430402
USA	1	53100000	53199999	0.002264467068016529
USA	1	53200000	53299999	0.004924869863316417
USA	1	53300000	53399999	0.0062369974330067635
USA	1	53400000	53499999	0.0033976894337683916
USA	1	53500000	53599999	0.0037677306681871414
USA	1	53600000	53699999	0.004120879340916872
USA	1	53700000	53799999	0.005980594549328089
USA	1	53800000	53899999	0.0062956660985946655
USA	1	53900000	53999999	0.0037135088350623846
USA	1	54000000	54099999	0.002839975990355015
USA	1	54100000	54199999	0.0027372182812541723
USA	1	54200000	54299999	0.004311024211347103
USA	1	54300000	54399999	0.0031974425073713064
USA	1	54400000	54499999	0.0019822693429887295
USA	1	54500000	54599999	0.0026455025654286146
USA	1	54600000	54699999	0.0038902058731764555
USA	1	54700000	54799999	0.007582776248455048
USA	1	54800000	54899999	0.0060049486346542835
USA	1	54900000	54999999	0.004093090305104852
USA	1	55000000	55099999	0.003954248037189245
USA	1	55100000	55199999	0.004835417959839106
USA	1	55200000	55299999	0.006179479882121086
USA	1	55300000	55399999	0.004102826584130526
USA	1	55400000	55499999	0.0032814571168273687
USA	1	55500000	55599999	0.005711367819458246
USA	1	55600000	55699999	0.002915476681664586
USA	1	55700000	55799999	0.004277834203094244
USA	1	55800000	55899999	0.0033802164252847433
USA	1	55900000	55999999	0.006449128966778517
USA	1	56000000	56099999	0.0039534480310976505
USA	1	56100000	56199999	0.004380424739792943
USA	1	56200000	56299999	0.004764279583469033
USA	1	56300000	56399999	0.005736967548727989
USA	1	56400000	56499999	0.0039724078960716724
USA	1	56500000	56599999	0.0027780442032963037
USA	1	56600000	56699999	0.002372395247220993
USA	1	56700000	56799999	0.003028926206752658
USA	1	56800000	56899999	0.00340580428019166
USA	1	56900000	56999999	0.0038674708921462297
USA	1	57000000	57099999	0.00452381419017911
USA	1	57100000	57199999	0.005801701452583075
USA	1	57200000	57299999	0.0033672156278043985
USA	1	57300000	57399999	0.005842307116836309
USA	1	57400000	57499999	0.004381523933261633
USA	1	57500000	57599999	0.006913359742611647
USA	1	57600000	57699999	0.004501260817050934
USA	1	57700000	57799999	0.005319312214851379
USA	1	57800000	57899999	0.0037840622244402766
USA	1	57900000	57999999	0.011068075895309448
USA	1	58000000	58099999	0.004120879340916872
USA	1	58100000	58199999	0.0055055986158549786
USA	1	58200000	58299999	0.005383319221436977
USA	1	58300000	58399999	0.006449404638260603
USA	1	58400000	58499999	0.00697764428332448
USA	1	58500000	58599999	0.005515260621905327
USA	1	58600000	58699999	0.005440948065370321
USA	1	58700000	58799999	0.0051398309879004955
USA	1	58800000	58899999	0.0034913120325654745
USA	1	58900000	58999999	0.003782906336709857
USA	1	59000000	59099999	0.005337641574442387
USA	1	59100000	59199999	0.004539006855338812
USA	1	59200000	59299999	0.003745458787307143
USA	1	59300000	59399999	0.0044981068931519985
USA	1	59400000	59499999	0.0035880841314792633
USA	1	59500000	59599999	0.00297471322119236
USA	1	59600000	59699999	0.0028578394558280706
USA	1	59700000	59799999	0.0046750642359256744
USA	1	59800000	59899999	0.003954248037189245
USA	1	59900000	59999999	0.0035434341989457607
USA	1	60000000	60099999	0.003496503923088312
USA	1	60100000	60199999	0.006092917174100876
USA	1	60200000	60299999	0.0029620223212987185
USA	1	60300000	60399999	0.005385487340390682
USA	1	60400000	60499999	0.004619157407432795
USA	1	60500000	60599999	0.0030557680875062943
USA	1	60600000	60699999	0.0033076375257223845
USA	1	60700000	60799999	0.00378712743986398
USA	1	60800000	60899999	0.002331513911485672
USA	1	60900000	60999999	0.0029275601264089346
USA	1	61000000	61099999	0.0040207733400166035
USA	1	61100000	61199999	0.004849638789892197
USA	1	61200000	61299999	0.004024393856525421
USA	1	61300000	61399999	0.0033195813884958625
USA	1	61400000	61499999	0.003257244825363159
USA	1	61500000	61599999	0.004889931064099073
USA	1	61600000	61699999	0.003196361009031534
USA	1	61700000	61799999	0.002931769471615553
USA	1	61800000	61899999	0.006894586142152548
USA	1	61900000	61999999	0.005636110436171293
USA	1	62000000	62099999	0.004284319467842579
USA	1	62100000	62199999	0.006573488935828209
USA	1	62200000	62299999	0.003051856067031622
USA	1	62300000	62399999	0.0025015638675540686
USA	1	62400000	62499999	0.0039749182760715485
USA	1	62500000	62599999	0.006689389701932669
USA	1	62600000	62699999	0.0035753194242715836
