inv	block	chrom	pos	region	id	cluster
1_Gabon_1_1	1:12500000	1	12500000	Gabon	1_Gabon_1_1	1_Gabon_1
1_Gabon_1_1	1:13500000	1	13500000	Gabon	1_Gabon_1_1	1_Gabon_1
1_Gabon_1_1	1:14500000	1	14500000	Gabon	1_Gabon_1_1	1_Gabon_1
1_Gabon_1_1	1:9500000	1	9500000	Gabon	1_Gabon_1_1	1_Gabon_1
1_Gabon_1_1	1:2500000	1	2500000	Gabon	1_Gabon_1_1	1_Gabon_1
1_Gabon_1_1	1:5e+06	1	5e+06	Gabon	1_Gabon_1_1	1_Gabon_1
1_Gabon_1_1	1:4e+06	1	4e+06	Gabon	1_Gabon_1_1	1_Gabon_1
1_Gabon_1_1	1:5500000	1	5500000	Gabon	1_Gabon_1_1	1_Gabon_1
1_Gabon_1_1	1:3e+06	1	3e+06	Gabon	1_Gabon_1_1	1_Gabon_1
1_Gabon_1_1	1:16500000	1	16500000	Gabon	1_Gabon_1_1	1_Gabon_1
1_Gabon_1_1	1:9e+06	1	9e+06	Gabon	1_Gabon_1_1	1_Gabon_1
1_Gabon_1_1	1:1500000	1	1500000	Gabon	1_Gabon_1_1	1_Gabon_1
1_Gabon_1_1	1:3500000	1	3500000	Gabon	1_Gabon_1_1	1_Gabon_1
1_Gabon_1_1	1:7e+06	1	7e+06	Gabon	1_Gabon_1_1	1_Gabon_1
1_Gabon_1_1	1:15500000	1	15500000	Gabon	1_Gabon_1_1	1_Gabon_1
1_Gabon_2_2	1:166500000	1	166500000	Gabon	1_Gabon_2_2	1_Wafrica_1
1_Gabon_2_2	1:163500000	1	163500000	Gabon	1_Gabon_2_2	1_Wafrica_1
1_Gabon_2_2	1:1.66e+08	1	1.66e+08	Gabon	1_Gabon_2_2	1_Wafrica_1
1_Gabon_2_2	1:165500000	1	165500000	Gabon	1_Gabon_2_2	1_Wafrica_1
1_Gabon_2_2	1:1.64e+08	1	1.64e+08	Gabon	1_Gabon_2_2	1_Wafrica_1
1_Gabon_2_2	1:164500000	1	164500000	Gabon	1_Gabon_2_2	1_Wafrica_1
1_Gabon_2_2	1:1.67e+08	1	1.67e+08	Gabon	1_Gabon_2_2	1_Wafrica_1
1_Gabon_2_2	1:1.63e+08	1	1.63e+08	Gabon	1_Gabon_2_2	1_Wafrica_1
1_Gabon_2_2	1:162500000	1	162500000	Gabon	1_Gabon_2_2	1_Wafrica_1
1_Gabon_2_2	1:1.68e+08	1	1.68e+08	Gabon	1_Gabon_2_2	1_Wafrica_1
1_Gabon_2_2	1:167500000	1	167500000	Gabon	1_Gabon_2_2	1_Wafrica_1
1_Gabon_2_2	1:168500000	1	168500000	Gabon	1_Gabon_2_2	1_Wafrica_1
1_Gabon_2_2	1:1.62e+08	1	1.62e+08	Gabon	1_Gabon_2_2	1_Wafrica_1
1_Gabon_2_2	1:1.65e+08	1	1.65e+08	Gabon	1_Gabon_2_2	1_Wafrica_1
1_Ghana_1_1	1:1.68e+08	1	1.68e+08	Ghana	1_Ghana_1_1	1_Wafrica_1
1_Ghana_1_1	1:166500000	1	166500000	Ghana	1_Ghana_1_1	1_Wafrica_1
1_Ghana_1_1	1:167500000	1	167500000	Ghana	1_Ghana_1_1	1_Wafrica_1
1_Ghana_1_1	1:168500000	1	168500000	Ghana	1_Ghana_1_1	1_Wafrica_1
1_Ghana_1_1	1:1.69e+08	1	1.69e+08	Ghana	1_Ghana_1_1	1_Wafrica_1
1_Ghana_1_1	1:1.66e+08	1	1.66e+08	Ghana	1_Ghana_1_1	1_Wafrica_1
1_Ghana_1_1	1:1.67e+08	1	1.67e+08	Ghana	1_Ghana_1_1	1_Wafrica_1
1_Ghana_1_1	1:1.7e+08	1	1.7e+08	Ghana	1_Ghana_1_1	1_Wafrica_1
1_Ghana_1_1	1:165500000	1	165500000	Ghana	1_Ghana_1_1	1_Wafrica_1
1_Ghana_1_1	1:169500000	1	169500000	Ghana	1_Ghana_1_1	1_Wafrica_1
1_PuertoRico_1_1	1:1.73e+08	1	1.73e+08	PuertoRico	1_PuertoRico_1_1	1_PuertoRico_2
1_PuertoRico_1_1	1:1.74e+08	1	1.74e+08	PuertoRico	1_PuertoRico_1_1	1_PuertoRico_2
1_PuertoRico_1_1	1:1.63e+08	1	1.63e+08	PuertoRico	1_PuertoRico_1_1	1_PuertoRico_2
1_PuertoRico_1_1	1:1.65e+08	1	1.65e+08	PuertoRico	1_PuertoRico_1_1	1_PuertoRico_2
1_PuertoRico_1_1	1:171500000	1	171500000	PuertoRico	1_PuertoRico_1_1	1_PuertoRico_2
1_PuertoRico_1_1	1:172500000	1	172500000	PuertoRico	1_PuertoRico_1_1	1_PuertoRico_2
1_PuertoRico_1_1	1:1.75e+08	1	1.75e+08	PuertoRico	1_PuertoRico_1_1	1_PuertoRico_2
1_PuertoRico_1_1	1:170500000	1	170500000	PuertoRico	1_PuertoRico_1_1	1_PuertoRico_2
1_PuertoRico_1_1	1:1.72e+08	1	1.72e+08	PuertoRico	1_PuertoRico_1_1	1_PuertoRico_2
1_PuertoRico_1_1	1:162500000	1	162500000	PuertoRico	1_PuertoRico_1_1	1_PuertoRico_2
1_PuertoRico_1_1	1:173500000	1	173500000	PuertoRico	1_PuertoRico_1_1	1_PuertoRico_2
1_PuertoRico_1_1	1:174500000	1	174500000	PuertoRico	1_PuertoRico_1_1	1_PuertoRico_2
1_PuertoRico_2_1	1:2.51e+08	1	2.51e+08	PuertoRico	1_PuertoRico_2_1	1_PuertoRico_3
1_PuertoRico_2_1	1:2.5e+08	1	2.5e+08	PuertoRico	1_PuertoRico_2_1	1_PuertoRico_3
1_PuertoRico_2_1	1:2.49e+08	1	2.49e+08	PuertoRico	1_PuertoRico_2_1	1_PuertoRico_3
1_PuertoRico_2_1	1:248500000	1	248500000	PuertoRico	1_PuertoRico_2_1	1_PuertoRico_3
1_PuertoRico_2_1	1:249500000	1	249500000	PuertoRico	1_PuertoRico_2_1	1_PuertoRico_3
1_PuertoRico_2_1	1:250500000	1	250500000	PuertoRico	1_PuertoRico_2_1	1_PuertoRico_3
1_PuertoRico_2_1	1:251500000	1	251500000	PuertoRico	1_PuertoRico_2_1	1_PuertoRico_3
1_PuertoRico_3_1	1:1.07e+08	1	1.07e+08	PuertoRico	1_PuertoRico_3_1	1_PuertoRico_1
1_PuertoRico_3_1	1:1.08e+08	1	1.08e+08	PuertoRico	1_PuertoRico_3_1	1_PuertoRico_1
1_PuertoRico_3_1	1:1.09e+08	1	1.09e+08	PuertoRico	1_PuertoRico_3_1	1_PuertoRico_1
1_PuertoRico_3_1	1:107500000	1	107500000	PuertoRico	1_PuertoRico_3_1	1_PuertoRico_1
1_PuertoRico_3_1	1:108500000	1	108500000	PuertoRico	1_PuertoRico_3_1	1_PuertoRico_1
1_Senegal_1_2	1:2.8e+08	1	2.8e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:278500000	1	278500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.82e+08	1	2.82e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:265500000	1	265500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:279500000	1	279500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:306500000	1	306500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:267500000	1	267500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.94e+08	1	2.94e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:271500000	1	271500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.75e+08	1	2.75e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:268500000	1	268500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.71e+08	1	2.71e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:272500000	1	272500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.69e+08	1	2.69e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.91e+08	1	2.91e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.88e+08	1	2.88e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:302500000	1	302500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.89e+08	1	2.89e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:283500000	1	283500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:264500000	1	264500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:3.04e+08	1	3.04e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.95e+08	1	2.95e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.83e+08	1	2.83e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.78e+08	1	2.78e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:3.01e+08	1	3.01e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.84e+08	1	2.84e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.96e+08	1	2.96e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:305500000	1	305500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:3.06e+08	1	3.06e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.76e+08	1	2.76e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:295500000	1	295500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:3.03e+08	1	3.03e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:273500000	1	273500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:3e+08	1	3e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:3.07e+08	1	3.07e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.65e+08	1	2.65e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.77e+08	1	2.77e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:307500000	1	307500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.66e+08	1	2.66e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.86e+08	1	2.86e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:308500000	1	308500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:3.05e+08	1	3.05e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:270500000	1	270500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:289500000	1	289500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.81e+08	1	2.81e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:298500000	1	298500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:299500000	1	299500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.85e+08	1	2.85e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:277500000	1	277500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:275500000	1	275500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:286500000	1	286500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:293500000	1	293500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:266500000	1	266500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:304500000	1	304500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.67e+08	1	2.67e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.99e+08	1	2.99e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:282500000	1	282500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.79e+08	1	2.79e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.92e+08	1	2.92e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.93e+08	1	2.93e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:285500000	1	285500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.68e+08	1	2.68e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:303500000	1	303500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:300500000	1	300500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:3.08e+08	1	3.08e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:287500000	1	287500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:288500000	1	288500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:3.02e+08	1	3.02e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.87e+08	1	2.87e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:276500000	1	276500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.74e+08	1	2.74e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.9e+08	1	2.9e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:269500000	1	269500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:284500000	1	284500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:291500000	1	291500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:301500000	1	301500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:292500000	1	292500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:290500000	1	290500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:294500000	1	294500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:280500000	1	280500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:274500000	1	274500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.7e+08	1	2.7e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.73e+08	1	2.73e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:281500000	1	281500000	Senegal	1_Senegal_1_2	1_Senegal_1
1_Senegal_1_2	1:2.72e+08	1	2.72e+08	Senegal	1_Senegal_1_2	1_Senegal_1
1_Uganda_1_2	1:1.68e+08	1	1.68e+08	Uganda	1_Uganda_1_2	1_Uganda_1
1_Uganda_1_2	1:1.7e+08	1	1.7e+08	Uganda	1_Uganda_1_2	1_Uganda_1
1_Uganda_1_2	1:168500000	1	168500000	Uganda	1_Uganda_1_2	1_Uganda_1
1_Uganda_1_2	1:163500000	1	163500000	Uganda	1_Uganda_1_2	1_Uganda_1
1_Uganda_1_2	1:1.65e+08	1	1.65e+08	Uganda	1_Uganda_1_2	1_Uganda_1
1_Uganda_1_2	1:173500000	1	173500000	Uganda	1_Uganda_1_2	1_Uganda_1
1_Uganda_1_2	1:1.73e+08	1	1.73e+08	Uganda	1_Uganda_1_2	1_Uganda_1
1_Uganda_1_2	1:1.66e+08	1	1.66e+08	Uganda	1_Uganda_1_2	1_Uganda_1
1_Uganda_1_2	1:1.69e+08	1	1.69e+08	Uganda	1_Uganda_1_2	1_Uganda_1
1_Uganda_1_2	1:162500000	1	162500000	Uganda	1_Uganda_1_2	1_Uganda_1
1_Uganda_1_2	1:1.62e+08	1	1.62e+08	Uganda	1_Uganda_1_2	1_Uganda_1
1_Uganda_1_2	1:1.64e+08	1	1.64e+08	Uganda	1_Uganda_1_2	1_Uganda_1
1_Uganda_1_2	1:165500000	1	165500000	Uganda	1_Uganda_1_2	1_Uganda_1
1_Uganda_1_2	1:164500000	1	164500000	Uganda	1_Uganda_1_2	1_Uganda_1
1_Uganda_1_2	1:167500000	1	167500000	Uganda	1_Uganda_1_2	1_Uganda_1
1_Uganda_1_2	1:1.67e+08	1	1.67e+08	Uganda	1_Uganda_1_2	1_Uganda_1
1_Uganda_1_2	1:166500000	1	166500000	Uganda	1_Uganda_1_2	1_Uganda_1
1_Uganda_1_2	1:169500000	1	169500000	Uganda	1_Uganda_1_2	1_Uganda_1
1_Uganda_1_2	1:1.63e+08	1	1.63e+08	Uganda	1_Uganda_1_2	1_Uganda_1
1_Uganda_2_2	1:3.05e+08	1	3.05e+08	Uganda	1_Uganda_2_2	1_Uganda_2
1_Uganda_2_2	1:305500000	1	305500000	Uganda	1_Uganda_2_2	1_Uganda_2
1_Uganda_2_2	1:3.06e+08	1	3.06e+08	Uganda	1_Uganda_2_2	1_Uganda_2
1_Uganda_2_2	1:304500000	1	304500000	Uganda	1_Uganda_2_2	1_Uganda_2
1_Uganda_2_2	1:3.07e+08	1	3.07e+08	Uganda	1_Uganda_2_2	1_Uganda_2
1_Uganda_2_2	1:3.04e+08	1	3.04e+08	Uganda	1_Uganda_2_2	1_Uganda_2
1_Uganda_2_2	1:306500000	1	306500000	Uganda	1_Uganda_2_2	1_Uganda_2
1_Uganda_2_2	1:3.03e+08	1	3.03e+08	Uganda	1_Uganda_2_2	1_Uganda_2
1_Uganda_2_2	1:307500000	1	307500000	Uganda	1_Uganda_2_2	1_Uganda_2
1_Uganda_2_2	1:303500000	1	303500000	Uganda	1_Uganda_2_2	1_Uganda_2
1_Uganda_2_2	1:302500000	1	302500000	Uganda	1_Uganda_2_2	1_Uganda_2
1_Uganda_3_1	1:1.57e+08	1	1.57e+08	Uganda	1_Uganda_3_1	1_global_1
1_Uganda_3_1	1:1.6e+08	1	1.6e+08	Uganda	1_Uganda_3_1	1_global_1
1_Uganda_3_1	1:158500000	1	158500000	Uganda	1_Uganda_3_1	1_global_1
1_Uganda_3_1	1:155500000	1	155500000	Uganda	1_Uganda_3_1	1_global_1
1_Uganda_3_1	1:157500000	1	157500000	Uganda	1_Uganda_3_1	1_global_1
1_Uganda_3_1	1:1.59e+08	1	1.59e+08	Uganda	1_Uganda_3_1	1_global_1
1_Uganda_3_1	1:1.58e+08	1	1.58e+08	Uganda	1_Uganda_3_1	1_global_1
1_Uganda_3_1	1:1.56e+08	1	1.56e+08	Uganda	1_Uganda_3_1	1_global_1
