cluster	au	bp	meandist	lowdist	size	valid	d	mean_wss	mean_bss	prop_bss	angle	admixed	f3	f3se
278	0.950559267035061	0.624819353061181	0.523142378274295	TRUE	2500000	FALSE	0.43	0.55	2.499	0.823	0	NA	NA	NA
295	0.997602028258814	0.00902399623963756	0.593572120882512	TRUE	4e+06	TRUE	0	0.2	4.965	0.955	-10	FALSE	0.0195825928031969	0.0023741998215613
298	0.972746164677124	0.271424419774057	0.582274195792191	TRUE	3e+06	FALSE	0.73	0.29	14.345	0.85	0	NA	NA	NA
313	0.975177811598123	0.395456196502592	0.484996009515644	TRUE	3500000	TRUE	0.17	0.33	3.911	0.951	10	TRUE	-0.0345078722039766	0.00921104518012536
317	0.96143813845339	0.276702630264901	0.438799438398156	TRUE	2500000	TRUE	0.04	0.25	2.99	0.954	0	TRUE	-0.0508799910919812	0.00637172146366477
324	0.993921627704715	0.0109663031631554	0.581830273848941	TRUE	5e+06	FALSE	0.23	1.61	6.34	0.8	0	NA	NA	NA
326	0.987507820106602	0.306807003161858	0.516833785003772	TRUE	4e+06	FALSE	0.99	1.56	3.9	0.801	0	NA	NA	NA
331	0.996937841988981	0.162610478206551	0.650397230749659	TRUE	9500000	FALSE	1.76	2.81	22.159	0.817	0	NA	NA	NA
333	0.966604231044795	0.227465396687256	0.502340266879145	TRUE	6500000	TRUE	0.07	0.61	6.828	0.95	-5	TRUE	-0.0258398214594688	0.00427298839609876
335	0.964936195316309	0.00980313566697074	0.59580794656947	TRUE	5500000	FALSE	1.39	2.33	5.509	0.797	0	NA	NA	NA
344	0.98047926314183	0.105585227265866	0.564774787260882	TRUE	4500000	FALSE	0.53	1.18	4.09	0.838	0	NA	NA	NA
346	0.961732771173062	0.325544522291175	0.494667154491061	TRUE	4e+06	FALSE	0.41	1.15	16.294	0.846	0	NA	NA	NA
352	0.988753470545961	0.0652321426546631	0.549941279389781	TRUE	8500000	TRUE	0.06	0.64	7.902	0.954	-10	TRUE	-0.0311500249888963	0.0037343106088074
361	0.998008177488344	0.0535325404736489	0.558286651016774	TRUE	9e+06	TRUE	0.1	0.67	8.156	0.954	-10	TRUE	-0.0311720477439459	0.00353757296073979
368	0.972613142545381	0.335042569353417	0.57936260385282	TRUE	3e+06	TRUE	0.05	0.22	2.669	0.956	20	TRUE	-0.0135491528201341	0.0037697194975845
373	0.953389768373939	0.0771551954658316	0.613028909879402	TRUE	1.2e+07	FALSE	0.62	4.08	20.735	0.84	0	NA	NA	NA
377	0.989400776578589	0.129330612092313	0.515898771968954	TRUE	4e+06	TRUE	0.13	0.35	3.763	0.951	-10	TRUE	-0.0373673413303198	0.00478622655289941
378	0.969937820563168	0.0600782677571577	0.652815355119972	TRUE	6e+06	FALSE	0.11	1.42	5.497	0.797	0	NA	NA	NA
383	0.95483623476173	0.0990345951840783	0.557609293385171	TRUE	6e+06	TRUE	0.18	0.47	5.58	0.953	15	TRUE	-0.0253346022364488	0.00396970665828443
384	0.955161776802812	0.377020492358451	0.586541619951951	TRUE	3e+06	FALSE	0.18	1.33	5.287	0.801	0	NA	NA	NA
387	0.993189379312985	0.14069730180225	0.546715951910573	TRUE	8e+06	FALSE	0.21	1.77	11.163	0.854	0	NA	NA	NA
394	0.967252667045743	0.127048248968614	0.526969616186264	TRUE	6500000	TRUE	0.19	0.74	7.858	0.956	-25	TRUE	-0.185976261720125	0.0230934538657414
397	0.962898065030536	0.0832672309134384	0.53080970051832	TRUE	5e+06	TRUE	0.18	0.37	5.149	0.957	-25	TRUE	-0.0224050041935915	0.00552443365043153
398	0.99548103488982	0.00970575409258475	0.613798911924895	TRUE	4500000	TRUE	0.03	0.2	5.466	0.959	10	FALSE	0.0205036262781589	0.00248122113617182
400	0.987294126270396	0.093226167337214	0.669417822829892	FALSE	9e+06	FALSE	0.14	2.71	11.831	0.816	0	NA	NA	NA
414	0.950759181047509	0.0307362975754545	0.537347657005537	TRUE	6e+06	TRUE	0.16	0.15	6.052	0.963	35	FALSE	0.0310824691358025	0.00553624860946207
438	0.997516099718229	0.301669663310529	0.710404701098942	FALSE	6500000	FALSE	1.86	2.21	7.678	0.775	0	NA	NA	NA
439	0.999115789902712	0.00418184456422479	0.639133466812579	TRUE	9e+06	FALSE	0.36	2.71	10.825	0.8	0	NA	NA	NA
444	0.977820107481473	0.0290177665727364	0.6117817833625	TRUE	1.3e+07	FALSE	0.63	4.4	21.989	0.837	0	NA	NA	NA
445	0.95089282412891	0.102571157432648	0.530571517237579	TRUE	7e+06	FALSE	0.7	2.74	12.199	0.812	0	NA	NA	NA
450	0.975125743641348	0.11928704084826	0.553197367337829	TRUE	4500000	FALSE	1.23	1.05	13.221	0.823	0	NA	NA	NA
461	0.981606083114146	0.12018564622291	0.613673431327334	TRUE	7e+06	TRUE	0.18	0.51	5.762	0.956	35	TRUE	-0.0269123534139576	0.00438256314365202
466	0.954070774442013	0.0394352396620175	0.58663338815588	TRUE	7500000	FALSE	0.52	2.41	13.825	0.859	0	NA	NA	NA
469	0.972100851461797	0.144775144459276	0.601029513661926	TRUE	6e+06	FALSE	1.92	1.24	11.692	0.847	0	NA	NA	NA
477	0.996198911587096	0.0734342030145987	0.497948616627155	TRUE	4500000	TRUE	0.13	0.38	4.508	0.951	20	FALSE	-0.0144729397092139	0.00736052845472061
484	0.987482109563905	0.00174275982327657	0.714952331293935	FALSE	1.3e+07	FALSE	0.43	3.39	15.766	0.825	0	NA	NA	NA
486	0.992238261001079	0.0142125896798069	0.609214681440655	TRUE	4500000	FALSE	1.35	0.41	13.275	0.858	0	NA	NA	NA
487	0.990312618113939	0.073747629352674	0.586876670519793	TRUE	8e+06	FALSE	1.79	2.95	10.998	0.884	0	NA	NA	NA
497	0.964516240112893	0.0317270788228821	0.551879726369061	TRUE	3e+06	FALSE	2	1.1	5.074	0.817	0	NA	NA	NA
499	0.9908986724036	0.0312770909684074	0.626164110070466	TRUE	1.4e+07	FALSE	0.32	4.89	22.553	0.836	0	NA	NA	NA
501	0.977333626894713	0.0952485450201606	0.52585557522	TRUE	4500000	TRUE	0.16	0.39	4.57	0.954	-5	TRUE	-0.0416025359183053	0.00526305078283627
503	0.991651093543789	0.108445102348821	0.600460830954745	TRUE	5500000	FALSE	0.86	3.42	9.888	0.818	0	NA	NA	NA
509	0.966166948897445	0.220131336177381	0.518566377398015	TRUE	3e+06	FALSE	1.86	0.34	10.414	0.858	0	NA	NA	NA
535	0.996264703178399	0.0770575218390683	0.703553809261552	FALSE	15500000	FALSE	0.28	2.94	54.707	0.836	0	NA	NA	NA
536	0.96860342174897	0.0519440623106315	0.54953721786219	TRUE	8500000	FALSE	0.2	1.81	11.475	0.854	0	NA	NA	NA
537	0.995149124916734	0.00794255282778285	0.608170555317729	TRUE	9500000	FALSE	0.54	2.94	16.035	0.853	0	NA	NA	NA
538	0.977718871833345	0.027857398401365	0.61021297763488	TRUE	7500000	FALSE	0.5	2.59	11.94	0.83	0	NA	NA	NA
550	0.999414259120548	0.0121120794242877	0.746253009183147	FALSE	24500000	FALSE	0.25	6.64	31.882	0.85	0	NA	NA	NA
553	0.999553026684163	0.094959180382211	0.617076487054962	TRUE	13500000	FALSE	0.02	2.66	43.911	0.837	0	NA	NA	NA
554	0.97635310843373	0.0318697410595708	0.584992214739937	TRUE	7500000	TRUE	0.16	0.27	8.028	0.952	35	FALSE	0.0313161693304989	0.00481693423582894
561	0.960095338935161	0.0762126091931111	0.567948620596996	TRUE	5e+06	FALSE	1.08	1.71	4.523	0.818	0	NA	NA	NA
571	0.999897828677732	0.00736800510158701	0.593336275298293	TRUE	1.3e+07	FALSE	1.06	2.92	19.169	0.859	0	NA	NA	NA
587	0.964571753403217	0.0226806642587523	0.724764179270136	FALSE	3e+06	FALSE	1	0.95	2.494	0.772	0	NA	NA	NA
594	0.999742023442512	0.01152936414998	0.655675330474529	TRUE	2.6e+07	FALSE	0.58	4.24	112.695	0.853	0	NA	NA	NA
598	0.987339975490478	0.0275587004356071	0.632405062475701	TRUE	9500000	TRUE	0.18	0.22	8.145	0.961	-45	FALSE	0.0308962583985699	0.00391602566693722
604	0.963094169248331	0.00958228007076674	0.681685392114159	FALSE	8e+06	FALSE	1.8	2.24	11.063	0.819	0	NA	NA	NA
612	0.996530396667194	0.010388813381783	0.59570670050254	TRUE	13500000	FALSE	1.08	2.95	19.422	0.859	0	NA	NA	NA
613	0.979967148138786	0.00551103293973001	0.710517295074777	FALSE	1.2e+07	FALSE	0.52	2.9	21.885	0.821	0	NA	NA	NA
614	0.997917329649883	0.0336623986171133	0.620898723082049	TRUE	9e+06	FALSE	0.44	2.82	14.921	0.836	0	NA	NA	NA
624	0.999999998958815	0.000372724279399598	0.646981285437008	TRUE	1e+07	FALSE	1.82	3.59	11.77	0.87	0	NA	NA	NA
632	0.968278217041357	0.0125617695542977	0.602717448584688	TRUE	14500000	FALSE	1.09	3.04	20.501	0.862	0	NA	NA	NA
633	0.999119144668718	0.00587556311042223	0.708811341452483	FALSE	12500000	FALSE	0.55	3.48	18.53	0.823	0	NA	NA	NA
638	0.982787880314075	0.0119709618182831	0.630177724924429	TRUE	9500000	FALSE	0.43	2.89	15.534	0.838	0	NA	NA	NA
639	0.999967248213054	0.00295602248409111	0.663760562977827	FALSE	2.4e+07	FALSE	0.55	6.18	40.101	0.87	0	NA	NA	NA
642	0.999256049104737	0.0122726906127916	0.750168435121306	FALSE	2.5e+07	FALSE	0.26	6.72	32.367	0.85	0	NA	NA	NA
650	0.998679525039166	0.0156784811620238	0.676424944041068	FALSE	1.5e+07	FALSE	0.75	4.27	14.132	0.821	0	NA	NA	NA
654	0.999450679063071	0.0106432287864694	0.754739190033365	FALSE	2.8e+07	FALSE	0.58	5.37	52.736	0.852	0	NA	NA	NA
658	0.97334454462756	0.62436969379365	0.563852368280231	TRUE	3500000	FALSE	0.42	1.08	25.414	0.824	0	NA	NA	NA
672	0.968806522836694	0.229351768860473	0.590660573029021	TRUE	3e+06	FALSE	1.78	1.83	4.533	0.791	0	NA	NA	NA
682	0.99997578369442	0.0125743977483285	0.692117668635745	FALSE	1.6e+07	FALSE	0.76	4.5	14.659	0.819	0	NA	NA	NA
695	0.966476126145265	0.0825361276390158	0.69818676948564	FALSE	6e+06	FALSE	0.84	2.59	8.873	0.805	0	NA	NA	NA
701	0.99343005535444	0.00581831254173794	0.734993663527746	FALSE	1.7e+07	FALSE	0.27	3.83	24.245	0.847	0	NA	NA	NA
707	0.991947866666716	0.00592190360024958	0.639923782557934	TRUE	4500000	FALSE	0.57	1.43	4.837	0.788	0	NA	NA	NA
722	0.999589077042191	0.00250482089161344	0.722361539227833	FALSE	8500000	FALSE	0.62	3.5	12.473	0.827	0	NA	NA	NA
746	0.999956607231263	0.0039298535804098	0.681282701743277	FALSE	35500000	FALSE	0.94	5.02	194.703	0.864	0	NA	NA	NA
96	0.979037439625054	0.255786916202223	0.470673410356787	TRUE	5e+06	TRUE	0.16	0.34	7.584	0.979	-10	TRUE	-0.205952688125134	0.0269805881869795
